Year,Player,Age,Team,Pos,G,GS,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Bats,Sk,Prss,Comb,MTkl,MTkl%,Awards
2024,Maason Smith,22,JAX,DT,11,5,0,1,1,100,5,5,5,0,87.5,0,0,5,0,2,1,3,3,6,17,0,0,
2024,DeAngelo Malone,25,ATL,OLB,17,0,0,3,2,66.7,9,4.5,3,0,70.1,1.7,5,4,3,2,1,0,2,5,16,1,5.9,
2024,Jay Tufele,25,CIN,DT,13,3,0,0,0,,0,,,0,,,0,0,0,1,1,1,0.5,3,15,2,11.8,
2024,Elijah Garcia,26,NYG,DL,5,3,0,0,0,,0,,,0,,,0,0,0,0,1,0,0,1,14,0,0,
2024,Tyrus Wheat,25,DAL,DE,8,0,0,0,0,,0,,,0,,,0,0,0,4,1,0,0.5,6,14,1,6.7,
2024,Javontae Jean-Baptiste,24,WAS,DE,12,1,0,1,1,100,3,3,3,0,79.2,-1,-1,4,1,2,1,0,1,4,13,0,0,
2024,Brenden Schooler,27,NWE,S,17,0,0,4,2,50,9,4.5,2.3,1,95.8,13.8,0,9,4,0,1,0,2,3,13,0,0,"PB,AP-1"
2024,C.J. Brewer,27,TAM,DL,12,0,0,0,0,,0,,,0,,,0,0,0,0,1,2,2,3,12,3,20,
2024,Ta'Quon Graham,26,ATL,DL,10,0,0,0,0,,0,,,0,,,0,0,0,1,1,0,0,2,12,2,14.3,
2024,Arron Mosby,25,GNB,DL,16,0,0,2,0,0,0,,0,0,39.6,4,0,0,0,2,1,1,0.5,4,12,1,7.7,
2024,Jordon Riley,26,NYG,DL,13,5,0,0,0,,0,,,0,,,0,0,0,1,1,0,0,2,12,2,14.3,
2024,Mike Edwards,28,2TM,S,8,2,0,8,4,50,52,13,6.5,0,70.8,14,39,13,6,1,1,0,0,2,12,0,0,
2024,Khalil Davis,28,2TM,DT,12,0,0,1,1,100,14,14,14,0,118.7,2,2,12,0,1,1,0,1,3,12,3,20,
2024,Demone Harris,29,ATL,DL,9,0,0,3,1,33.3,9,9,3,0,42.4,9.3,-4,13,0,1,1,0,0,2,11,0,0,
2024,Ruke Orhorhoro,23,ATL,DT,8,0,0,0,0,,0,,,0,,,0,0,0,1,1,0,0,2,11,0,0,
2024,Jonathan Harris,28,CAR,DE,7,0,0,1,0,0,0,,0,0,39.6,-1,0,0,0,0,1,0,0,1,10,1,9.1,
2024,Ifeatu Melifonwu,25,DET,S,3,3,0,7,5,71.4,48,9.6,6.9,0,90.2,6.7,32,16,8,2,1,0,1,4,10,0,0,
2024,Bilal Nichols,28,ARI,DL,6,5,0,0,0,,0,,,0,,,0,0,0,0,1,0,0,1,10,2,16.7,
2024,Xavier Thomas,25,ARI,OLB,14,0,0,5,5,100,37,7.4,7.4,0,97.5,2.2,11,26,12,3,1,1,2.5,7,10,1,9.1,
2024,Boogie Basham,27,NYG,OLB,4,0,0,0,0,,0,,,0,,,0,0,0,0,1,1,0,1,9,0,0,
2024,Khaleke Hudson,27,2TM,OLB,17,0,0,0,0,,0,,,0,,,0,0,2,0,1,0,0,1,9,0,0,
2024,Takkarist McKinley,29,NYJ,DL,7,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,0.5,2,9,1,10,
2024,Mekhi Wingo,21,DET,DL,11,0,0,0,0,,0,,,0,,,0,0,0,1,1,0,0,2,9,0,0,
2024,James Houston,26,DET,LB,8,0,0,1,1,100,8,8,8,0,100,3,3,5,4,3,1,0,1,5,8,0,0,
2024,Thomas Incoom,25,CAR,OLB,8,0,0,1,1,100,4,4,4,0,83.3,4,4,0,2,0,1,0,0,1,8,0,0,
2024,Adetomiwa Adebawore,23,IND,DT,16,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,1,2,7,1,12.5,
2024,Dominique Robinson,26,CHI,DL,6,1,0,0,0,,0,,,0,,,0,0,0,1,1,0,0,2,7,0,0,
2024,Myles Adams,26,2TM,DL,7,0,0,0,0,,0,,,0,,,0,0,0,1,1,0,1,3,7,0,0,
2024,Charles Omenihu,27,KAN,DE,6,1,0,0,0,,0,,,0,,,0,0,0,2,1,0,1,4,6,2,25,
2024,Jay Ward,24,MIN,S,16,0,0,1,1,100,0,0,0,0,79.2,3,0,0,4,0,1,0,0,1,6,0,0,
2024,Natrone Brooks,25,ATL,CB,9,0,0,6,4,66.7,32,8,5.3,0,79.9,2.8,13,19,2,0,1,0,0,1,5,0,0,
2024,Janarius Robinson,25,LVR,DE,10,1,0,0,0,,0,,,0,,,0,0,0,1,1,1,0.5,3,5,1,16.7,
2024,Patrick Johnson,26,NYG,OLB,12,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,0,1,4,2,33.3,
2024,Justin Jones,28,ARI,DL,3,3,0,1,0,0,0,,0,0,39.6,-8,0,0,0,0,1,0,0,1,4,1,20,
2024,DeMarvin Leal,24,PIT,DE,5,0,0,0,0,,0,,,0,,,0,0,2,1,1,0,0,2,4,0,0,
2024,Esezi Otomewo,26,JAX,DT,4,2,0,0,0,,0,,,0,,,0,0,0,1,1,0,0.5,3,4,0,0,
2024,Joe Giles-Harris,27,NWE,LB,3,0,0,2,2,100,13,6.5,6.5,0,93.7,-1,-2,15,1,0,1,0,0,1,3,0,0,
2024,Keir Thomas,26,LAR,OLB,1,1,0,0,0,,0,,,0,,,0,0,0,0,1,0,0,1,3,1,25,
2024,Solomon Byrd,25,HOU,DE,1,0,0,0,0,,0,,,0,,,0,0,0,0,1,1,0,1,2,0,0,
2024,Kenny Dyson,23,CAR,OLB,2,0,0,1,1,100,0,0,0,0,79.2,0,0,0,4,0,1,0,0,1,2,0,0,
2024,Neil Farrell,26,MIA,DT,7,0,0,0,0,,0,,,0,,,0,0,0,1,1,0,0,2,2,0,0,
2024,T.Y. McGill,32,CLE,DT,1,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,0,1,2,0,0,
2024,Chris Smith,25,DET,DL,5,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,0,1,2,1,33.3,
2024,Khalid Duke,23,TEN,OLB,2,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,0,1,1,0,0,
2024,Mohamed Kamara,25,MIA,LB,5,0,0,0,0,,0,,,0,,,0,0,0,2,1,0,0,3,1,0,0,
2024,Tanoh Kpassagnon,30,NOR,DE,3,0,0,1,1,100,11,11,11,0,112.5,-6,-6,17,0,0,1,0,0,1,1,2,66.7,
2024,Isaiah Land,24,IND,DE,10,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,0,1,1,2,66.7,
2024,Gabriel Murphy,24,MIN,OLB,2,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,0,1,1,0,0,
2024,Kingsley Jonathan,26,BUF,DE,1,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,0,1,0,0,,
2024,Jose Ramirez,25,TAM,OLB,4,0,0,1,1,100,8,8,8,0,100,-5,-5,13,2,0,1,0,0,1,0,0,,
2024,Jamien Sherwood,24,NYJ,RILB,17,16,0,52,40,76.9,349,8.7,6.7,2,107,4.8,147,202,28,1,0,0,2,3,158,9,5.4,
2024,Nick Cross,23,IND,SS,17,17,3,59,42,71.2,506,12,8.6,6,109.9,9.2,295,211,15,1,0,0,1,2,146,12,7.6,
2024,Eric Kendricks,32,DAL,MLB,15,15,2,36,26,72.2,375,14.4,10.4,2,101,3.9,87,288,36,1,0,1,3,4,138,9,6.1,
2024,Christian Rozeboom,27,LAR,RLB,17,11,1,56,45,80.4,476,10.6,8.5,2,106.5,3.6,121,355,21,0,0,0,1,1,135,13,8.8,
2024,Kevin Byard,31,CHI,SS,17,17,1,54,38,70.4,507,13.3,9.4,4,116.8,11.8,305,202,11,2,0,0,2,4,130,11,7.8,
2024,Xavier Woods,29,CAR,FS,17,17,3,51,35,68.6,426,12.2,8.4,5,102.2,9.8,304,122,5,1,0,0,0,1,119,10,7.8,
2024,Julian Love,26,SEA,FS,17,17,3,65,39,60,401,10.3,6.2,6,89.3,8.5,251,150,10,0,0,0,0,0,109,10,8.4,
2024,Foyesade Oluokun,29,JAX,MLB,13,13,1,55,40,72.7,414,10.4,7.5,1,92.5,5.4,184,230,19,2,0,2,1,3,108,9,7.7,
2024,Cody Barton,28,DEN,LILB,17,14,2,47,41,87.2,476,11.6,10.1,1,98.2,4.3,157,319,65,3,0,1,1.5,5,106,7,6.2,
2024,Henry To'oTo'o,23,HOU,LLB,15,15,1,42,35,83.3,369,10.5,8.8,4,125.1,4.4,140,229,38,1,0,1,1.5,3,105,12,10.3,
2024,Quay Walker,24,GNB,LLB,13,13,0,51,41,80.4,367,9,7.2,0,96.7,5.2,168,199,33,5,0,0,2.5,8,102,8,7.3,
2024,Jaylon Jones,22,IND,LCB,17,17,2,101,67,66.3,814,12.1,8.1,1,86,9.5,538,276,0,0,0,0,0,0,100,17,14.5,
2024,Tyler Nubin,23,NYG,FS,13,13,0,40,26,65,340,13.1,8.5,0,91.7,7,192,148,7,0,0,0,0,0,98,5,4.9,
2024,Josey Jewell,30,CAR,RILB,12,12,1,40,28,70,246,8.8,6.2,2,92.3,4.1,103,143,33,1,0,1,3.5,5,97,9,8.5,
2024,Camryn Bynum,26,MIN,FS,17,17,3,52,32,61.5,442,13.8,8.5,2,77.6,12.2,271,171,7,0,0,0,0,0,96,7,6.8,
2024,Minkah Fitzpatrick,28,PIT,SS,17,17,1,52,41,78.8,540,13.2,10.4,4,127.6,9.6,348,192,8,0,0,0,0,0,96,4,4,PB
2024,Derwin James,28,LAC,SS,16,16,1,58,36,62.1,304,8.4,5.2,1,74.2,4.8,125,179,66,5,0,3,5.5,11,93,3,3.1,"PB,AP-2"
2024,Bobby Okereke,28,NYG,LILB,12,12,0,49,30,61.2,284,9.5,5.8,1,84.1,1.9,48,236,19,1,0,0,2,4,93,8,7.9,
2024,Mike Sainristil,24,WAS,RCB,17,16,2,96,58,60.4,740,12.8,7.7,6,96.7,11.2,505,235,4,0,0,0,0,0,93,7,7,AP DRoY-9
2024,Pete Werner,25,NOR,LLB,13,13,0,48,38,79.2,306,8.1,6.4,0,93.2,3.5,99,207,22,2,0,0,0,2,92,7,7.1,
2024,Javon Bullard,22,GNB,SS,15,11,0,54,46,85.2,459,10,8.5,3,120.6,5.1,197,262,10,0,0,0,0,0,90,9,9.1,
2024,Damar Hamlin,26,BUF,SS,14,14,2,37,27,73,396,14.7,10.7,2,103,10.9,271,125,7,0,0,0,0,0,89,7,7.3,AP CPoY-4
2024,Isaiah Pola-Mao,25,LVR,FS,17,14,0,49,36,73.5,540,15,11,3,129.6,9.7,342,198,13,1,0,0,1,2,89,14,13.6,
2024,Xavier McKinney,26,GNB,FS,17,17,8,49,36,73.5,564,15.7,11.5,1,78.5,13,408,156,13,1,0,0,1,2,88,3,3.3,"PB,AP-1,AP DPoY-8"
2024,Harrison Smith,35,MIN,SS,16,16,3,65,43,66.2,506,11.8,7.8,4,90.9,10.2,319,187,44,4,0,2,1,5,87,9,9.4,
2024,Julian Blackmon,26,IND,FS,16,16,3,36,25,69.4,434,17.4,12.1,3,103.2,15.1,308,126,9,0,0,0,0.5,1,86,14,14,
2024,Riley Moss,24,DEN,RCB,14,14,1,103,67,65,747,11.1,7.3,4,95.4,11.2,541,206,2,1,0,0,0,1,86,10,10.4,
2024,Deommodore Lenoir,25,SFO,RLB,15,15,2,87,54,62.1,488,9,5.6,1,71.4,7.9,204,284,15,0,0,0,0,0,85,10,10.5,
2024,Jason Pinnock,25,NYG,SS,16,16,0,37,26,70.3,348,13.4,9.4,4,135.9,7.7,217,131,13,1,0,0,3,4,85,9,9.6,
2024,DeAundre Alford,27,ATL,CB,16,11,0,93,67,72,606,9,6.5,8,117.9,7.7,428,178,13,1,0,0,1,2,83,16,16.2,
2024,Zyon McCollum,25,TAM,RCB,17,17,2,108,62,57.4,839,13.5,7.8,4,86.9,12,502,337,6,1,0,0,0,1,82,13,13.7,
2024,Taylor Rapp,27,BUF,FS,14,14,2,32,22,68.8,343,15.6,10.7,3,109.2,10.8,194,149,9,0,0,1,0,0,82,2,2.4,
2024,Kyle Dugger,28,NWE,FS,13,13,0,46,35,76.1,357,10.2,7.8,6,137.4,6.5,194,163,23,0,0,1,1,1,81,15,15.6,
2024,Nathan Landman,26,ATL,LB,13,9,0,25,21,84,277,13.2,11.1,3,152.4,2.7,54,223,13,2,0,1,0,2,81,7,8,
2024,Byron Murphy,26,MIN,RCB,17,17,6,119,78,65.5,852,10.9,7.2,4,76.7,9.4,540,312,4,0,0,0,0,0,81,9,10,PB
2024,Martin Emerson,24,CLE,RCB,17,15,0,97,59,60.8,701,11.9,7.2,5,100.1,11.3,487,214,0,0,0,0,0,0,80,7,8,
2024,Ventrell Miller,25,JAX,LLB,15,9,0,27,19,70.4,164,8.6,6.1,0,86,3.8,54,110,7,1,0,0,0,1,80,10,11.1,
2024,Kamren Curl,25,LAR,FS,16,16,0,45,25,55.6,369,14.8,8.2,4,112.2,10.4,222,147,22,3,0,1,1,4,79,10,11.2,
2024,Reed Blankenship,25,PHI,FS,15,15,4,40,28,70,336,12,8.4,2,72.5,8.3,216,120,0,0,0,0,0,0,78,13,14.3,
2024,Bryan Cook,25,KAN,FS,17,17,2,47,29,61.7,397,13.7,8.4,3,92.2,11.3,247,150,4,0,0,0,0,0,78,5,6,
2024,Tyrique Stevenson,24,CHI,LCB,16,14,2,85,48,56.5,662,13.8,7.8,4,87.5,11.1,505,157,0,0,0,0,0,0,78,10,11.4,
2024,Ji'Ayir Brown,24,SFO,FS,17,13,1,49,28,57.1,304,10.9,6.2,2,80.7,10.6,184,120,8,0,0,0,0,0,77,7,8.3,
2024,Cam Taylor-Britt,25,CIN,LCB,17,17,3,91,59,64.8,734,12.4,8.1,6,98,11.6,510,224,2,0,0,0,0.5,1,77,10,11.5,
2024,Michael Jackson,27,CAR,RCB,17,17,2,96,64,66.7,845,13.2,8.8,6,106.5,10.3,582,263,2,0,0,0,0,0,76,6,7.3,
2024,Montaric Brown,25,JAX,CB,17,10,1,78,53,67.9,582,11,7.5,4,101.5,8.7,387,195,1,0,0,0,0,0,75,10,11.8,
2024,Jarvis Brownlee,23,TEN,LCB,17,14,1,74,44,59.5,483,11,6.5,3,86.7,8.8,281,202,3,0,0,0,0,0,75,10,11.8,
2024,Christian Izien,24,TAM,SS,14,10,1,54,35,64.8,319,9.1,5.9,0,73,4.8,132,187,24,2,0,0,0,2,75,8,9.6,
2024,Elijah Molden,25,LAC,CB,15,12,3,38,24,63.2,292,12.2,7.7,1,62.6,15,198,94,1,0,0,0,0,0,75,4,5.1,
2024,Will Harris,29,NOR,SS,13,13,1,44,29,65.9,336,11.6,7.6,0,79.4,6.9,131,205,20,0,0,0,0,0,74,9,10.8,
2024,P.J. Locke,27,DEN,SS,15,15,0,54,40,74.1,484,12.1,9,4,125.8,8,297,187,15,0,0,0,1,1,74,5,6.3,
2024,Antonio Johnson,23,JAX,S,17,8,0,51,37,72.5,465,12.6,9.1,2,113.6,9.6,304,161,9,1,0,0,0,1,73,6,7.6,
2024,K.J. Britt,25,TAM,RILB,14,11,0,30,22,73.3,246,11.2,8.2,1,108.5,4.2,96,150,23,1,0,0,0.5,2,72,7,8.9,
2024,Malik Mustapha,22,SFO,SS,16,12,1,20,7,35,83,11.9,4.2,1,44.4,12.2,44,39,7,1,0,0,0,1,72,8,10,AP DRoY-14
2024,Andru Phillips,23,NYG,CB,14,6,1,48,36,75,335,9.3,7,1,91.9,4.1,127,208,12,1,0,0,1,2,71,6,7.8,
2024,Benjamin St-Juste,27,WAS,LCB,17,14,0,88,54,61.4,715,13.2,8.1,4,102.2,10.5,512,203,2,0,0,0,0,0,71,6,7.8,
2024,Mohamoud Diabate,23,CLE,RLB,13,11,0,26,13,50,155,11.9,6,1,81.4,3.1,25,130,25,1,0,0,0,1,70,13,15.7,
2024,Joey Porter Jr.,24,PIT,RCB,16,16,1,86,54,62.8,684,12.7,8,0,82.7,9.6,483,201,0,0,0,0,0,0,70,8,10.3,
2024,Brandon Stephens,27,BAL,RCB,17,17,0,102,66,64.7,906,13.7,8.9,4,106.1,13.7,656,250,5,0,0,1,1.5,2,70,5,6.7,
2024,Chuck Clark,29,NYJ,SS,12,12,0,28,19,67.9,239,12.6,8.5,2,118,6.4,100,139,10,0,0,0,1,1,69,6,8,
2024,Jack Jones,27,LVR,LCB,17,16,3,86,54,62.8,571,10.6,6.6,8,98.5,9,353,218,2,0,0,0,0,0,69,15,17.9,
2024,Andre Cisco,24,JAX,SS,16,14,1,51,30,58.8,592,19.7,11.6,3,110.9,11.5,294,298,10,0,0,0,0,0,68,5,6.8,
2024,Jaycee Horn,25,CAR,LCB,15,15,1,77,41,53.2,474,11.6,6.2,6,92.7,10.3,330,144,5,0,0,0,2,2,68,7,9.3,PB
2024,Cameron Lewis,27,BUF,DB,17,6,1,61,46,75.4,493,10.7,8.1,2,102.7,5.3,210,283,22,2,0,0,0,2,68,11,13.9,
2024,Anthony Walker,29,MIA,LILB,14,8,1,40,29,72.5,326,11.2,8.2,1,94.4,3.2,99,227,19,2,0,1,1,3,68,7,9.3,
2023,Nick Bosa,26,SFO,DL,17,17,0,5,4,80,48,12,9.6,0,106.7,-2.8,-8,56,5,9,21,3,10.5,44,53,4,7,PB
2023,Aidan Hutchinson,23,DET,DL,17,17,1,3,0,0,0,,0,0,0,-2.3,0,0,1,29,21,5,11.5,62,51,9,15,PB
2023,T.J. Watt,29,PIT,LB,17,17,1,8,5,62.5,49,9.8,6.1,0,40.1,1.6,3,46,23,12,18,6,19,50,68,10,12.8,"PB,AP-1,AP DPoY-2"
2023,Chris Jones,29,KAN,DT,16,16,0,2,2,100,22,11,11,0,112.5,-4.5,-9,31,0,10,17,3,10.5,39,30,4,11.8,"PB,AP-1"
2023,Micah Parsons,24,DAL,LB,17,17,0,5,3,60,10,3.3,2,0,64.6,2.2,4,6,47,11,16,2,14,43,64,3,4.5,"PB,AP-2,AP DPoY-3"
2023,Nnamdi Madubuike,26,BAL,DT,17,17,0,3,3,100,13,4.3,4.3,0,84.7,-0.7,-2,15,0,3,16,0,13,33,56,2,3.4,"PB,AP-2,AP DPoY-9"
2023,Josh Sweat,26,PHI,DE,17,17,0,4,4,100,9,2.3,2.3,0,79.2,-2.3,-16,25,15,14,16,1,6.5,37,43,4,8.5,
2023,Myles Garrett,28,CLE,DE,16,16,0,1,0,0,0,,0,0,39.6,-4,0,0,0,6,16,3,14,37,42,4,8.7,"PB,AP-1,AP MVP-10,AP DPoY-1"
2023,Maxx Crosby,26,LVR,DE,17,17,0,3,3,100,16,5.3,5.3,0,88.9,-4.7,-14,30,2,20,15,2,14.5,50,90,3,3.2,"PB,AP-2,AP DPoY-4"
2023,Will Anderson,22,HOU,DE,15,13,0,2,2,100,15,7.5,7.5,0,97.9,1,2,13,12,10,15,1,7,32,45,9,16.7,"PB,AP DRoY-1"
2023,Christian Wilkins,28,MIA,LDE,17,17,0,3,2,66.7,11,5.5,3.7,0,72.9,-4.7,-7,18,0,6,14,2,9,30,65,5,7.1,
2023,Aaron Donald,32,LAR,DT,16,16,0,1,1,100,-1,-1,-1,0,79.2,-6,-6,5,0,8,14,2,8,31,53,5,8.6,"PB,AP-1,AP CPoY-9"
2023,Dexter Lawrence,26,NYG,DL,16,16,0,1,1,100,21,21,21,0,118.7,-3,-3,24,0,5,14,2,4.5,25,53,3,5.4,"PB,AP-2,AP DPoY-9"
2023,B.J. Hill,28,CIN,DT,17,17,2,1,1,100,1,1,1,0,39.6,-7,-7,8,0,3,14,3,4.5,23,51,2,3.8,
2023,Za'Darius Smith,31,CLE,DE,16,16,0,3,2,66.7,15,7.5,5,0,78.5,-3.7,-11,26,4,9,14,2,5.5,29,27,7,20.6,
2023,Josh Hines-Allen,26,JAX,OLB,17,17,1,9,6,66.7,64,10.7,7.1,0,47.7,-1.9,-3,67,58,14,13,0,17.5,46,66,7,9.6,PB
2023,Quinnen Williams,26,NYJ,DL,17,17,1,2,1,50,4,4,2,0,16.7,-0.5,1,3,0,9,13,1,5.5,29,62,7,10.1,PB
2023,Zach Allen,26,DEN,DE,17,17,0,1,1,100,-1,-1,-1,0,79.2,-5,-5,4,0,7,13,1,5,27,60,2,3.2,
2023,Montez Sweat,27,2TM,DL,17,17,0,1,1,100,-1,-1,-1,0,79.2,-6,-6,5,0,11,13,3,12.5,40,57,3,5,PB
2023,Derrick Brown,25,CAR,DT,17,17,1,5,5,100,52,10.4,10.4,0,70.4,0.8,4,48,0,3,12,7,2,17,103,4,3.7,PB
2023,DeForest Buckner,29,IND,DT,17,16,0,1,1,100,-3,-3,-3,0,79.2,-3,-3,0,2,4,12,6,8,25,81,4,4.7,PB
2023,Justin Jones,27,CHI,RDT,17,17,0,4,4,100,22,5.5,5.5,0,89.6,-1.5,-6,28,0,5,12,4,4.5,22,49,4,7.5,
2023,Gregory Rousseau,23,BUF,DE,16,16,0,4,3,75,8,2.7,2,0,77.1,1.3,-5,13,0,7,12,2,5,25,42,2,4.5,
2023,Haason Reddick,29,PHI,OLB,17,17,0,12,11,91.7,68,6.2,5.7,0,90.3,1.7,16,52,40,11,12,0,11,35,38,5,11.6,PB
2023,DeMarcus Walker,29,CHI,DL,17,12,0,1,1,100,5,5,5,0,87.5,-3,-3,8,2,5,12,0,3.5,22,30,3,9.1,
2023,Carl Granderson,27,NOR,DE,17,17,0,3,2,66.7,6,3,2,0,70.1,-4,-7,13,2,8,11,2,8.5,28,78,5,6,
2023,Bradley Chubb,27,MIA,LB,16,16,0,9,6,66.7,29,4.8,3.2,1,108.1,-1.1,-4,33,25,9,11,1,11,33,73,14,16.1,
2023,Byron Young,25,LAR,OLB,17,16,0,17,13,76.5,76,5.8,4.5,0,84.4,1.8,-12,88,51,10,11,1,8,30,61,8,11.6,AP DRoY-8
2023,Sam Hubbard,28,CIN,DE,15,15,0,5,5,100,39,7.8,7.8,0,99.2,-1.4,-7,46,3,5,11,0,6,22,58,1,1.7,
2023,Alex Highsmith,26,PIT,LB,17,17,2,11,6,54.5,26,4.3,2.4,0,20.5,0.1,-23,49,61,7,11,0,7,26,57,3,5,
2023,Jonathan Allen,28,WAS,DT,16,16,0,4,3,75,-1,-0.3,-0.3,1,116.7,-1,-10,9,0,5,11,1,5.5,22,53,6,10.2,
2023,Brian Burns,25,CAR,LOLB,16,16,0,15,12,80,70,5.8,4.7,0,86.1,1.4,31,39,35,2,11,1,8,21,50,4,7.4,
2023,David Onyemata,31,ATL,DL,14,14,0,2,1,50,4,4,2,0,56.2,-3.5,-5,9,0,5,11,1,4,21,50,1,2,
2023,Khalil Mack,32,LAC,OLB,17,17,0,2,1,50,0,0,0,0,56.2,-0.5,0,0,44,9,10,9,17,36,74,11,12.9,"PB,AP DPoY-9"
2023,Harold Landry,27,TEN,OLB,17,10,0,18,16,88.9,117,7.3,6.5,1,112.3,1.1,13,104,18,5,10,0,10.5,26,70,3,4.1,
2023,Andrew Van Ginkel,28,MIA,LOLB,17,11,1,25,17,68,118,6.9,4.7,0,61.7,1.7,9,109,40,3,10,5,6,20,69,9,11.5,
2023,Leonard Williams,29,2TM,NT,18,17,0,3,3,100,8,2.7,2.7,0,79.2,-3.7,-11,19,0,7,10,1,5.5,23,62,4,6.1,
2023,Calais Campbell,37,ATL,DL,17,17,0,3,2,66.7,13,6.5,4.3,0,75.7,-0.3,-1,14,0,7,10,1,6.5,24,56,8,12.5,
2023,Preston Smith,31,GNB,LB,17,17,0,4,1,25,15,15,3.8,0,42.7,3.3,8,7,56,4,10,3,8,23,48,1,2,
2023,Osa Odighizuwa,25,DAL,DT,17,17,0,2,1,50,0,0,0,0,56.2,12,0,0,0,1,10,0,3,14,46,5,9.8,
2023,Rashan Gary,26,GNB,LB,17,13,0,1,0,0,0,,0,0,39.6,-6,0,0,57,10,10,1,9,30,44,4,8.3,
2023,Maliek Collins,28,HOU,DT,16,16,0,0,0,,0,,,0,,,0,0,0,11,10,1,5,28,41,3,6.8,
2023,Nik Bonitto,24,DEN,OLB,15,4,0,5,3,60,38,12.7,7.6,0,83.7,0.8,0,38,23,5,10,2,8,24,30,4,11.8,
2023,Bryce Huff,25,NYJ,LB,17,0,0,1,0,0,0,,0,0,39.6,-3,0,0,19,12,10,0,10,33,29,4,12.1,
2023,Alex Anzalone,29,DET,LB,16,16,0,80,56,70,546,9.8,6.8,2,97.2,3.7,158,388,75,5,9,1,3,17,129,22,14.6,
2023,Zach Sieler,28,MIA,DT,17,17,1,3,2,66.7,3,1.5,1,0,30.6,-2,-5,8,0,7,9,3,10,27,63,8,11.3,
2023,Jonathan Greenard,26,HOU,RDE,15,15,0,3,2,66.7,0,0,0,0,70.1,-4.3,-9,9,18,9,9,2,12.5,32,52,5,8.8,
2023,Jadeveon Clowney,30,BAL,OLB,17,15,0,2,2,100,1,0.5,0.5,0,79.2,-4,-8,9,7,4,9,3,9.5,23,43,5,10.4,
2023,John Franklin-Myers,27,NYJ,DL,17,17,0,2,1,50,-2,-2,-1,0,56.2,-4.5,-4,2,0,14,9,3,3.5,27,33,6,15.4,
2023,Gervon Dexter,22,CHI,DL,17,1,0,1,0,0,0,,0,0,39.6,0,0,0,0,4,9,0,2.5,17,20,2,9.1,
2023,Samson Ebukam,28,IND,DE,17,17,0,8,6,75,12,2,1.5,0,77.1,-1.5,-20,32,10,3,8,0,9.5,21,57,6,9.5,
2023,Shaquil Barrett,31,TAM,LOLB,16,16,1,18,14,77.8,106,7.6,5.9,0,68.1,3.3,38,68,34,6,8,1,4.5,19,52,4,7.1,
2023,Boye Mafe,25,SEA,LB,16,16,0,8,6,75,111,18.5,13.9,1,156.2,2.6,12,99,14,8,8,5,9,25,52,3,5.5,
2023,Malcolm Koonce,25,LVR,DE,17,11,0,2,2,100,9,4.5,4.5,0,85.4,-1.5,-3,12,3,7,8,0,8,23,43,2,4.4,
2023,Fletcher Cox,33,PHI,LDT,15,15,0,4,3,75,7,2.3,1.8,0,77.1,-4.3,-15,22,0,13,8,3,5,28,33,3,8.3,
2023,Dalvin Tomlinson,29,CLE,DT,16,16,0,1,1,100,6,6,6,0,91.7,0,0,6,0,2,8,0,3,14,28,3,9.7,
2023,Odafe Oweh,25,BAL,OLB,13,5,0,4,4,100,50,12.5,12.5,0,118.7,1.3,5,45,1,2,8,0,5,15,23,3,11.5,
2023,Derek Barnett,27,2TM,DE,14,4,0,0,0,,0,,,0,,,0,0,2,0,8,0,2.5,11,22,2,8.3,
2023,Josh Metellus,25,MIN,S,17,17,1,79,65,82.3,527,8.1,6.7,3,101.8,4.6,192,335,91,14,7,0,2.5,24,116,13,10.1,
2023,Danielle Hunter,29,MIN,OLB,17,17,0,5,5,100,16,3.2,3.2,0,80,-1.6,-8,24,46,17,7,1,16.5,41,83,4,4.6,PB
2023,Trent McDuffie,23,KAN,CB,16,16,0,76,50,65.8,524,10.5,6.9,2,94.4,6.9,310,214,54,4,7,2,3,14,80,6,7,AP-1
2023,Jermaine Johnson II,24,NYJ,LB,17,17,1,5,2,40,17,8.5,3.4,0,10,-5.4,-9,26,26,9,7,3,7.5,25,55,2,3.5,PB
2023,Travon Walker,23,JAX,OLB,17,17,0,10,9,90,54,6,5.4,0,89.2,1.8,8,46,49,11,7,1,10,30,52,8,13.3,
2023,Dre'Mont Jones,26,SEA,DE,17,16,0,3,3,100,66,22,22,0,118.7,5.3,16,50,4,8,7,0,4.5,20,49,3,5.8,
2023,Kenny Clark,28,GNB,DL,17,17,0,0,0,,0,,,0,,,0,0,0,9,7,1,7.5,25,44,7,13.7,PB
2023,Trey Hendrickson,29,CIN,DE,17,17,0,2,2,100,23,11.5,11.5,0,114.6,5,10,13,3,8,7,2,17.5,35,43,7,14,PB
