Year,Name,Team,Conference,Class,Height,Position,Games,SS,AS,SY,TS,SPG
2019,Raequan Williams,Michigan St.,Big Ten,Sr.,,DL,13,3,4,31,5,0.38
2018,Jaylon Ferguson,Louisiana Tech,CUSA,Sr.,,DL,13,15,5,111,17.5,1.35
2018,Josh Allen,Kentucky,SEC,Sr.,,LB,13,17,0,107,17,1.31
2018,Nate Harvey,East Carolina,The American,Sr.,,DL,12,14,1,100,14.5,1.21
2018,Sutton Smith,NIU,MAC,Jr.,,DL,14,15,0,102,15,1.07
2018,Oshane Ximines,Old Dominion,CUSA,Sr.,,DL,12,11,2,79,12,1
2018,Montez Sweat,Mississippi St.,SEC,Sr.,,DL,13,10,3,96,11.5,0.88
2018,Jachai Polite,Florida,SEC,Jr.,,DL,13,10,2,55,11,0.85
2018,Kendall Coleman,Syracuse,ACC,Jr.,,DL,12,10,0,78,10,0.83
2018,Josh Corcoran,NIU,MAC,Sr.,,LB,12,10,0,67,10,0.83
2018,Alton Robinson,Syracuse,ACC,Jr.,,DL,12,10,0,54,10,0.83
2018,Brian Burns,Florida St.,ACC,Jr.,,DL,12,9,2,94,10,0.83
2018,A.J. Epenesa,Iowa,Big Ten,So.,,DL,13,10,1,66,10.5,0.81
2018,Tipa Galeai,Utah St.,Mountain West,Jr.,,LB,13,10,1,59,10.5,0.81
2018,Patrick Johnson,Tulane,The American,So.,,DL,13,10,1,63,10.5,0.81
2018,Mike Danna,Central Mich.,MAC,Jr.,,DL,12,9,1,74,9.5,0.79
2018,Corbin Kaufusi,BYU,FBS Independent,Sr.,,DL,11,8,1,51,8.5,0.77
2018,Clelin Ferrell,Clemson,ACC,Jr.,,DL,15,11,1,59,11.5,0.77
2018,Chase Young,Ohio St.,Big Ten,So.,,DL,14,9,3,74,10.5,0.75
2018,Wyatt Ray,Boston College,ACC,Sr.,,DL,12,8,2,58,9,0.75
2018,Carter Coughlin,Minnesota,Big Ten,Jr.,,DL,13,9,1,50,9.5,0.73
2018,Anthony Nelson,Iowa,Big Ten,Jr.,,DL,13,9,1,63,9.5,0.73
2018,Curtis Weaver,Boise St.,Mountain West,So.,,DL,13,8,3,83,9.5,0.73
2018,Cedric Wilcots II,New Mexico St.,FBS Independent,Jr.,,DL,10,6,2,48,7,0.7
2018,Jordan Brailford,Oklahoma St.,Big 12,Jr.,,DL,13,9,0,50,9,0.69
2018,Ty Tyler,Marshall,CUSA,Jr.,,DL,13,9,0,59,9,0.69
2018,E.J. Ejiya,North Texas,CUSA,Sr.,,LB,13,8,2,71,9,0.69
2018,Joe Jackson,Miami FL,ACC,Jr.,,DL,13,7,4,45,9,0.69
2018,Ronheen Bingham,Arkansas St.,Sun Belt,Sr.,,DL,13,6,6,60,9,0.69
2018,Jamell Garcia-Williams,UAB,CUSA,Sr.,,LB,14,9,1,54,9.5,0.68
2018,Bryce Huff,Memphis,The American,Jr.,,LB,14,9,1,53,9.5,0.68
2018,Charles Omenihu,Texas,Big 12,Sr.,,DL,14,9,1,58,9.5,0.68
2018,Tre' Crawford,UAB,CUSA,Sr.,,LB,12,8,0,66,8,0.67
2018,David Long Jr.,West Virginia,Big 12,Jr.,,LB,12,8,0,52,8,0.67
2018,Darrell Taylor,Tennessee,SEC,Jr.,,DL,12,8,0,54,8,0.67
2018,Ben Banogu,TCU,Big 12,Sr.,,DL,13,8,1,39,8.5,0.65
2018,James Nachtigal,Army West Point,FBS Independent,Sr.,,LB,13,8,1,58,8.5,0.65
2018,Tuzar Skipper,Toledo,MAC,Sr.,,DL,13,8,1,57,8.5,0.65
2018,Kyahva Tezino,San Diego St.,Mountain West,Jr.,,LB,13,8,1,51,8.5,0.65
2018,Kenny Willekes,Michigan St.,Big Ten,Jr.,,DL,13,7,3,60,8.5,0.65
2018,Nick Coe,Auburn,SEC,So.,,DL,11,6,2,43,7,0.64
2018,Isaiah Buggs,Alabama,SEC,Sr.,,DL,15,8,3,49,9.5,0.63
2018,Maxx Crosby,Eastern Mich.,MAC,Jr.,,DL,12,7,1,44,7.5,0.63
2018,Mustafa Johnson,Colorado,Pac-12,So.,,DL,12,7,1,39,7.5,0.63
2018,Bobby Roundtree,Illinois,Big Ten,So.,,DL,12,7,1,43,7.5,0.63
2018,Reggie Walker,Kansas St.,Big 12,Jr.,,DL,12,7,1,48,7.5,0.63
2018,Robert Windsor,Penn St.,Big Ten,Jr.,,DL,12,6,3,43,7.5,0.63
2018,Malik Reed,Nevada,Mountain West,Sr.,,LB,13,8,0,58,8,0.62
2018,Jerry Tillery,Notre Dame,FBS Independent,Sr.,,DL,13,8,0,54,8,0.62
2018,Yetur Gross-Matos,Penn St.,Big Ten,So.,,DL,13,7,2,58,8,0.62
2018,Julian Okwara,Notre Dame,FBS Independent,Jr.,,DL,13,7,2,57,8,0.62
2018,JaQuan Bailey,Iowa St.,Big 12,Jr.,,DL,13,6,4,60,8,0.62
2018,Dre'Mont Jones,Ohio St.,Big Ten,Sr.,,DL,14,8,1,61,8.5,0.61
2018,Kaimana Padello,Hawaii,Mountain West,Jr.,,DL,14,8,1,87,8.5,0.61
2018,Christian Miller,Alabama,SEC,Sr.,,LB,14,7,3,35,8.5,0.61
2018,Korey Rush,Nevada,Mountain West,Sr.,,DL,10,6,0,34,6,0.6
2018,Josh Uche,Michigan,Big Ten,Jr.,,LB,12,7,0,44,7,0.58
2018,A.J. Hotchkins,UTEP,CUSA,Sr.,,LB,12,6,2,49,7,0.58
2018,Armon Watts,Arkansas,SEC,Sr.,,DL,12,6,2,50,7,0.58
2018,Channing Hames,Marshall,CUSA,Jr.,,DL,13,7,1,51,7.5,0.58
2018,Ladarius Hamilton,North Texas,CUSA,Jr.,,DL,13,7,1,57,7.5,0.58
2018,Shareef Miller,Penn St.,Big Ten,Jr.,,DL,13,7,1,63,7.5,0.58
2018,Hunter Reese,Troy,Sun Belt,Sr.,,DL,13,7,1,58,7.5,0.58
2018,D'Andre Walker,Georgia,SEC,Sr.,,LB,13,7,1,43,7.5,0.58
2018,Ali Fayad,Western Mich.,MAC,So.,,DL,13,6,3,46,7.5,0.58
2018,Chris Peace,Virginia,ACC,Sr.,,LB,13,6,3,53,7.5,0.58
2018,Bradlee Anae,Utah,Pac-12,Jr.,,DL,14,7,2,56,8,0.57
2018,Javahn Fergurson,New Mexico St.,FBS Independent,Jr.,,LB,10,5,1,32,5.5,0.55
2018,L.J. Collier,TCU,Big 12,Sr.,,DL,11,5,2,35,6,0.55
2018,Germaine Pratt,NC State,ACC,Sr.,,LB,11,5,2,43,6,0.55
2018,Zach Allen,Boston College,ACC,Sr.,,DL,12,6,1,36,6.5,0.54
2018,Chuck Harris,Buffalo,MAC,Sr.,,DL,12,5,3,36,6.5,0.54
2018,Willie Baker,Louisiana Tech,CUSA,So.,,DL,13,7,0,57,7,0.54
2018,Michael Dogbe,Temple,The American,Sr.,,DL,13,6,2,49,7,0.54
2018,Kingsley Keke,Texas A&M,SEC,Sr.,,DL,13,6,2,32,7,0.54
2018,Joe Gaziano,Northwestern,Big Ten,Jr.,,DL,14,6,3,61,7.5,0.54
2018,Austin Bryant,Clemson,ACC,Sr.,,DL,15,8,0,45,8,0.53
2018,Quinnen Williams,Alabama,SEC,So.,,DL,15,7,2,57,8,0.53
2018,DQ Thomas,Middle Tenn.,CUSA,So.,,LB,14,7,0,60,7,0.5
2018,Titus Davis,UCF,The American,Sr.,,LB,13,6,1,36,6.5,0.5
2018,Dajon Emory,Arkansas St.,Sun Belt,Sr.,,DL,13,6,1,48,6.5,0.5
2018,Brandon Garner,North Texas,CUSA,Sr.,,LB,13,6,1,56,6.5,0.5
2018,Justin Hollins,Oregon,Pac-12,Sr.,,DL,13,6,1,51,6.5,0.5
2018,Gary Johnson,Texas,Big 12,Sr.,,LB,13,6,1,36,6.5,0.5
2018,Jabari Zuniga,Florida,SEC,Jr.,,DL,13,6,1,54,6.5,0.5
2018,Landis Durham,Texas A&M,SEC,Sr.,,DL,13,5,3,34,6.5,0.5
2018,Doug Costin,Miami OH,MAC,Jr.,,DL,12,5,2,24,6,0.5
2018,Deangelo Malone,Western Ky.,CUSA,So.,,DL,12,5,2,40,6,0.5
2018,James Smith-Williams,NC State,ACC,Jr.,,DL,12,5,2,23,6,0.5
2018,William Bradley-King,Arkansas St.,Sun Belt,Jr.,,DL,12,4,4,37,6,0.5
2018,Sherrod Ruff,Southern Miss.,CUSA,Sr.,,LB,11,5,1,38,5.5,0.5
2018,Jason Strowbridge,North Carolina,ACC,Jr.,,DL,11,5,1,24,5.5,0.5
2018,Jacob Thieneman,Purdue,Big Ten,Sr.,,DB,10,5,0,43,5,0.5
2018,Khalil Brooks,Middle Tenn.,CUSA,Sr.,,LB,14,6,1,53,6.5,0.46
2018,Rashad Weaver,Pittsburgh,ACC,So.,,DL,14,6,1,37,6.5,0.46
2018,Anthony Ekpe,Rice,CUSA,So.,,LB,13,6,0,46,6,0.46
2018,Jarrell Owens,Oklahoma St.,Big 12,Sr.,,DL,13,6,0,26,6,0.46
2018,Austin Robinson,Houston,The American,Sr.,,LB,13,6,0,29,6,0.46
2018,Quincy Roche,Temple,The American,So.,,DL,13,6,0,39,6,0.46
2018,Ralph Holley,Western Mich.,MAC,So.,,DL,13,5,2,29,6,0.46
2018,Shaquille Quarterman,Miami FL,ACC,Jr.,,LB,13,5,2,41,6,0.46
2018,Christian Albright,Ball St.,MAC,So.,,LB,12,5,1,38,5.5,0.46
2018,Rhashaun Epting,New Mexico,Mountain West,So.,,LB,12,5,1,43,5.5,0.46
2018,Luke Gifford,Nebraska,Big Ten,Sr.,,LB,12,5,1,52,5.5,0.46
2018,Lucas Weber,Nevada,Mountain West,Sr.,,LB,12,5,1,44,5.5,0.46
2018,Jamal Davis II,Akron,MAC,Sr.,,LB,12,4,3,37,5.5,0.46
2018,Jacques Turner,Southern Miss.,CUSA,So.,,DL,11,5,0,36,5,0.45
2018,Jonathan Wilson,Memphis,The American,Jr.,,DL,14,6,0,49,6,0.43
2018,Joseph Dorceus,Memphis,The American,So.,,DL,14,5,2,35,6,0.43
2018,Jack Heflin,NIU,MAC,Jr.,,DL,14,5,2,32,6,0.43
2018,Markus Bailey,Purdue,Big Ten,Jr.,,LB,13,5,1,20,5.5,0.42
2018,Kenneth Brinson,Army West Point,FBS Independent,Sr.,,LB,13,5,1,36,5.5,0.42
2018,Evan Croutch,Ohio,MAC,Sr.,,LB,13,5,1,37,5.5,0.42
2018,Jordan Fehr,App State,Sun Belt,Jr.,,LB,13,5,1,41,5.5,0.42
2018,Jabril Frazier,Boise St.,Mountain West,Sr.,,DL,13,5,1,41,5.5,0.42
2018,James Lynch,Baylor,Big 12,So.,,DL,13,5,1,45,5.5,0.42
2018,Daylon Mack,Texas A&M,SEC,Sr.,,DL,13,5,1,35,5.5,0.42
2018,Andrew Van Ginkel,Wisconsin,Big Ten,Sr.,,LB,13,5,1,47,5.5,0.42
2018,Willie Yarbary,Wake Forest,ACC,Sr.,,DL,13,5,1,30,5.5,0.42
2018,Cortez Broughton,Cincinnati,The American,Sr.,,DL,13,4,3,34,5.5,0.42
2018,Jonathan Garvin,Miami FL,ACC,So.,,DL,13,4,3,32,5.5,0.42
2018,Justin Madubuike,Texas A&M,SEC,So.,13,4,3,31,5.5,0.42
2018,Gabe Reid,Stanford,Pac-12,So.,,LB,13,4,3,34,5.5,0.42
2018,Kevin Givens,Penn St.,Big Ten,Jr.,,DL,12,5,0,10,5,0.42
2018,Kolin Hill,Texas Tech,Big 12,Sr.,,LB,12,5,0,39,5,0.42
2018,Brad Koenig,Miami OH,MAC,Sr.,,DB,12,5,0,31,5,0.42
2018,Kerry Starks,ULM,Sun Belt,Jr.,,DL,12,5,0,37,5,0.42
2018,Ben Stille,Nebraska,Big Ten,So.,,DL,12,5,0,28,5,0.42
2018,Jamar Watson,Kentucky,SEC,Jr.,,LB,12,5,0,39,5,0.42
2018,Daniel Wise,Kansas,Big 12,Sr.,,DL,12,5,0,35,5,0.42
2018,Devin Bush,Michigan,Big Ten,Jr.,,LB,12,4,2,36,5,0.42
2018,Michael Divinity Jr.,LSU,SEC,Jr.,,LB,12,4,2,27,5,0.42
2018,Jeffrey Gunter,Coastal Carolina,Sun Belt,So.,,DL,12,4,2,36,5,0.42
2018,Logan Hunt,Ga. Southern,Sun Belt,Sr.,,DL,12,4,2,19,5,0.42
2018,Juwuan Jones,Western Ky.,CUSA,Fr.,,DL,12,4,2,22,5,0.42
2018,Richard Moore,SMU,The American,Sr.,,LB,12,4,2,28,5,0.42
2018,Kyle Phillips,Tennessee,SEC,Sr.,,DL,12,4,2,44,5,0.42
2018,Merlin Robertson,Arizona St.,Pac-12,Fr.,,LB,12,4,2,32,5,0.42
2018,David Woodward,Utah St.,Mountain West,So.,,LB,12,4,2,39,5,0.42
2018,David Griffith,ULM,Sun Belt,Sr.,,LB,12,3,4,25,5,0.42
2018,Ryan Bee,Marshall,CUSA,Sr.,,DL,11,4,1,21,4.5,0.41
2018,Delontae Scott,SMU,The American,Jr.,,DL,11,3,3,33,4.5,0.41
2018,Christian Wilkins,Clemson,ACC,Sr.,,DL,15,4,4,41,6,0.4
2018,Ty Summers,TCU,Big 12,Sr.,,LB,10,4,0,14,4,0.4
2018,BJ Thompson,Baylor,Big 12,So.,,DL,10,4,0,31,4,0.4
2018,Luc Bequette,California,Pac-12,Jr.,,DL,13,5,0,29,5,0.38
2018,Kent Berger,Ohio,MAC,Sr.,,DL,13,5,0,21,5,0.38
2018,Corey Bethley,TCU,Big 12,So.,,DL,13,5,0,32,5,0.38
2018,Josh Black,South Fla.,The American,Sr.,,DL,13,5,0,25,5,0.38
2018,Grant Delpit,LSU,SEC,So.,,DB,13,5,0,44,5,0.38
2018,Alex Funches,California,Pac-12,Sr.,,LB,13,5,0,31,5,0.38
2018,Terez Hall,Missouri,SEC,Sr.,,LB,13,5,0,34,5,0.38
2018,Taylor Rapp,Washington,Pac-12,Jr.,,DB,13,5,0,33,5,0.38
2018,Shaka Toney,Penn St.,Big Ten,So.,,DL,13,5,0,40,5,0.38
2018,Willie Gay Jr.,Mississippi St.,SEC,So.,,LB,13,4,2,46,5,0.38
2018,Jeremiah Harris,Eastern Mich.,MAC,Sr.,,DL,13,4,2,26,5,0.38
2018,Kingsley Jonathan,Syracuse,ACC,So.,,DL,13,4,2,37,5,0.38
2018,Chase Winovich,Michigan,Big Ten,Sr.,,DL,13,4,2,40,5,0.38
2018,Bryan Wright,Cincinnati,The American,Jr.,,LB,13,4,2,24,5,0.38
2017,Joe Ostman,Central Mich.,MAC,Sr.,,DL,11,14,0,68,14,1.27
2017,Ja'Von Rolland-Jones,Arkansas St.,Sun Belt,Sr.,,DL,12,11,4,85,13,1.08
2017,Sutton Smith,NIU,MAC,So.,,DL,13,12,4,95,14,1.08
2017,Anthony Winbush,Ball St.,MAC,Sr.,,DL,12,11,1,69,11.5,0.96
2017,Tee Sims,App State,Sun Belt,Sr.,,DL,10,9,1,78,9.5,0.95
2017,Maxx Crosby,Eastern Mich.,MAC,So.,,DL,12,10,2,91,11,0.92
2017,Brian Womac,Rice,CUSA,Sr.,,DL,12,10,0,82,10,0.83
2017,Bradley Chubb,NC State,ACC,Sr.,,DL,12,9,2,66,10,0.83
2017,Mat Boesen,TCU,Big 12,Sr.,,DL,14,11,1,71,11.5,0.82
2017,Landis Durham,Texas A&M,SEC,Jr.,,LB,13,10,1,56,10.5,0.81
2017,Hercules Mata'afa,Washington St.,Pac-12,Jr.,,DL,13,9,3,55,10.5,0.81
2017,Montez Sweat,Mississippi St.,SEC,Jr.,,LB,13,9,3,64,10.5,0.81
2017,Curtis Weaver,Boise St.,Mountain West,Fr.,,DL,14,11,0,46,11,0.79
2017,Marcus Davenport,UTSA,CUSA,Sr.,,DL,11,8,1,57,8.5,0.77
2017,Charles Wright,Vanderbilt,SEC,Jr.,,RB,12,8,2,65,9,0.75
2017,Carl Granderson,Wyoming,Mountain West,Jr.,,DL,13,9,1,50,9.5,0.73
2017,Justin Lawler,SMU,The American,Sr.,,DL,13,8,3,67,9.5,0.73
2017,Rasheem Green,Southern California,Pac-12,Jr.,,DL,14,9,2,48,10,0.71
2017,Jeff Holland,Auburn,SEC,Jr.,,LB,14,9,2,67,10,0.71
2017,Oshane Ximines,Old Dominion,CUSA,Jr.,,DL,12,7,3,48,8.5,0.71
2017,Joe Gaziano,Northwestern,Big Ten,So.,,DL,13,9,0,55,9,0.69
2017,Clelin Ferrell,Clemson,ACC,So.,,DL,14,9,1,57,9.5,0.68
2017,Uchenna Nwosu,Southern California,Pac-12,Sr.,,LB,14,9,1,52,9.5,0.68
2017,Malik Reed,Nevada,Mountain West,Jr.,,DL,12,7,2,55,8,0.67
2017,Sharif Finch,Temple,The American,Sr.,,DL,13,8,1,57,8.5,0.65
2017,Genard Avery,Memphis,The American,Sr.,,LB,13,7,3,66,8.5,0.65
2017,Trent Harris,Miami FL,ACC,Sr.,,DL,13,7,3,48,8.5,0.65
2017,Cedric Wilcots II,New Mexico St.,Independent,So.,,DL,13,7,3,51,8.5,0.65
2017,Anthony Johnson,FIU,CUSA,Jr.,,DL,11,6,2,35,7,0.64
2017,Alani Latu,Arizona St.,Pac-12,Sr.,,LB,11,5,4,41,7,0.64
2017,Marquis Haynes,Ole Miss,SEC,Sr.,,DL,12,7,1,59,7.5,0.63
2017,Christian Rector,Southern California,Pac-12,So.,,DL,12,6,3,56,7.5,0.63
2017,Khaleke Hudson,Michigan,Big Ten,So.,,DB,13,7,2,64,8,0.62
2017,Jacob Martin,Temple,The American,Sr.,,DL,13,7,2,59,8,0.62
2017,Chase Winovich,Michigan,Big Ten,Sr.,,DL,13,5,6,45,8,0.62
2017,Bunmi Rotimi,Old Dominion,CUSA,Sr.,,DL,9,4,3,34,5.5,0.61
2017,Olasunkanmi Adeniyi,Toledo,MAC,Jr.,,DL,14,8,1,58,8.5,0.61
2017,Ben Banogu,TCU,Big 12,Jr.,,DL,14,8,1,40,8.5,0.61
2017,Nick Bosa,Ohio St.,Big Ten,So.,,DL,14,8,1,61,8.5,0.61
2017,Raekwon Davis,Alabama,SEC,So.,,DL,14,8,1,46,8.5,0.61
2017,Austin Bryant,Clemson,ACC,Jr.,,DL,14,7,3,37,8.5,0.61
2017,Malik Demby,New Mexico St.,Independent,Jr.,,DB,11,6,1,39,6.5,0.59
2017,Aikeem Coleman,Idaho,Sun Belt,Sr.,,DL,12,7,0,32,7,0.58
2017,James Hearns,Louisville,ACC,Sr.,,DB,12,7,0,48,7,0.58
2017,Cole Ormsby,UConn,The American,Sr.,,DL,12,7,0,38,7,0.58
2017,Breeland Speaks,Ole Miss,SEC,Jr.,,DL,12,7,0,36,7,0.58
2017,Jaylon Ferguson,Louisiana Tech,CUSA,Jr.,,DL,12,6,2,38,7,0.58
2017,Youhanna Ghaifan,Wyoming,Mountain West,So.,,DL,12,6,2,45,7,0.58
2017,Bruce Hector,South Fla.,The American,Sr.,,DL,12,6,2,53,7,0.58
2017,Khalil Brooks,Middle Tenn.,CUSA,Jr.,,LB,13,7,1,42,7.5,0.58
2017,Chris Peace,Virginia,ACC,Jr.,,LB,13,7,1,60,7.5,0.58
2017,Jacob Tuioti-Mariner,UCLA,Pac-12,Sr.,,DL,13,7,1,22,7.5,0.58
2017,Kylan Wilborn,Arizona,Pac-12,Fr.,,DL,13,7,1,65,7.5,0.58
2017,Anthony Nelson,Iowa,Big Ten,So.,,DL,13,6,3,39,7.5,0.58
2017,Greg Gilmore,LSU,SEC,Sr.,,DL,13,5,5,25,7.5,0.58
2017,Ogbonnia Okoronkwo,Oklahoma,Big 12,Sr.,,LB,14,7,2,61,8,0.57
2017,Jeremiah Harris,Eastern Mich.,MAC,Jr.,,DL,11,5,2,45,6,0.55
2017,Carter Coughlin,Minnesota,Big Ten,So.,,LB,12,6,1,39,6.5,0.54
2017,Duke Ejiofor,Wake Forest,ACC,Sr.,,DL,12,6,1,46,6.5,0.54
2017,Denzil Ware,Kentucky,SEC,Jr.,,DL,12,6,1,47,6.5,0.54
2017,Roe Wilkins,Rice,CUSA,So.,,DL,12,6,1,40,6.5,0.54
2017,Daniel Wise,Kansas,Big 12,Jr.,,DL,12,6,1,45,6.5,0.54
2017,Alex Aukerman,Army West Point,FBS Independent,Sr.,,DB,13,7,0,57,7,0.54
2017,Markus Bailey,Purdue,Big Ten,So.,,LB,13,7,0,56,7,0.54
2017,Jonathan Greenard,Louisville,ACC,So.,,LB,13,7,0,74,7,0.54
2017,Quincy Roche,Temple,The American,Fr.,,DL,13,7,0,39,7,0.54
2017,Kenny Willekes,Michigan St.,Big Ten,So.,,DL,13,7,0,28,7,0.54
2017,Josh Allen,Kentucky,SEC,Jr.,,LB,13,6,2,48,7,0.54
2017,Bradlee Anae,Utah,Pac-12,So.,,DL,13,6,2,49,7,0.54
2017,Terry Beckner,Jr.,Missouri,SEC,Jr.,,DL,13,6,2,30,7,0.54
2017,Shaquem Griffin,UCF,The American,Sr.,,LB,13,6,2,61,7,0.54
2017,Fermin Silva,FIU,CUSA,Jr.,,DL,13,6,2,30,7,0.54
2017,Jamal Stadom,Troy,Sun Belt,Sr.,,DL,13,6,2,32,7,0.54
2017,Jaquan Bailey,Iowa St.,Big 12,So.,,DL,13,5,4,31,7,0.54
2017,Marcell Frazier,Missouri,SEC,Sr.,,DL,13,5,4,50,7,0.54
2017,Terrill Hanks,New Mexico St.,Independent,Jr.,,LB,13,5,4,43,7,0.54
2017,Garret Dooley,Wisconsin,Big Ten,Sr.,,LB,14,6,3,45,7.5,0.54
2017,Harrison Phillips,Stanford,Pac-12,Sr.,,DL,14,5,5,38,7.5,0.54
2017,E.J. Ejiya,North Texas,CUSA,Jr.,,LB,14,6,2,42,7,0.5
2017,Sam Hubbard,Ohio St.,Big Ten,Jr.,,DL,14,6,2,49,7,0.5
2017,Tyquan Lewis,Ohio St.,Big Ten,Sr.,,DL,14,6,2,42,7,0.5
2017,Dalton Herrington,New Mexico St.,Independent,Sr.,,LB,13,6,1,34,6.5,0.5
2017,Jalen Jelks,Oregon,Pac-12,Jr.,,DL,13,6,1,37,6.5,0.5
2017,Frankie Luvu,Washington St.,Pac-12,Sr.,,LB,13,6,1,41,6.5,0.5
2017,Joe Jackson,Miami FL,ACC,So.,,DL,13,5,3,26,6.5,0.5
2017,Hunter Reese,Troy,Sun Belt,Jr.,,DL,13,4,5,46,6.5,0.5
2017,Kaden Elliss,Idaho,Sun Belt,Jr.,,LB,12,6,0,52,6,0.5
2017,Rashaan Evans,Alabama,SEC,Sr.,,LB,12,6,0,41,6,0.5
2017,Jeremy Smith,Tulsa,The American,Sr.,,DL,12,6,0,51,6,0.5
2017,Da'Sean Downey,Massachusetts,FBS Independent,Sr.,,DL,12,5,2,30,6,0.5
2017,Robert McCray III,Indiana,Big Ten,Sr.,,DL,12,5,2,29,6,0.5
2017,Tegray Scales,Indiana,Big Ten,Sr.,,LB,12,5,2,36,6,0.5
2017,Deadrin Senat,South Fla.,The American,Sr.,,DL,12,5,2,47,6,0.5
2017,Corey Thompson,LSU,SEC,Sr.,,LB,12,5,2,40,6,0.5
2017,Jim Jones,Kent St.,MAC,Jr.,,LB,12,4,4,42,6,0.5
2017,Jarrett Johnson,Texas A&M,SEC,Sr.,,DL,11,5,1,31,5.5,0.5
2017,Antonio Simmons,Georgia Tech,ACC,Sr.,,DL,11,5,1,45,5.5,0.5
2017,Kiante Anderson,East Carolina,The American,Sr.,,DL,9,4,1,38,4.5,0.5
2017,Alec James,Wisconsin,Big Ten,Sr.,,DL,14,6,1,49,6.5,0.46
2017,Andrew Van Ginkel,Wisconsin,Big Ten,Jr.,,LB,14,6,1,49,6.5,0.46
2017,Zach Allen,Boston College,ACC,Jr.,,DL,13,6,0,37,6,0.46
2017,Corbin Kaufusi,BYU,FBS Independent,Jr.,,DL,13,6,0,42,6,0.46
2017,D.J. Wonnum,South Carolina,SEC,So.,,DL,13,6,0,37,6,0.46
2017,Josh Fatu,Southern California,Pac-12,Sr.,,DL,13,5,2,33,6,0.46
2017,Christian LaCouture,LSU,SEC,Sr.,,DL,13,5,2,32,6,0.46
2017,Joel Lanning,Iowa St.,Big 12,Sr.,,LB,13,5,2,40,6,0.46
2017,Dequinton Osborne,Oklahoma St.,Big 12,Sr.,,DL,13,5,2,48,6,0.46
2017,Hunter Snyder,Fla. Atlantic,CUSA,Jr.,,DL,13,5,2,50,6,0.46
2017,Jojo Wicker,Arizona St.,Pac-12,Jr.,,DL,13,5,2,34,6,0.46
2017,Rashan Gary,Michigan,Big Ten,So.,,DL,13,4,4,37,6,0.46
2017,Malik Carney,North Carolina,ACC,Jr.,,DL,12,5,1,21,5.5,0.46
2017,Leonard Hazewood,Idaho,Sun Belt,Sr.,,LB,12,5,1,35,5.5,0.46
2017,Ira Lewis,Baylor,Big 12,Jr.,,DL,12,5,1,39,5.5,0.46
2017,Mike Love,South Fla.,The American,Sr.,,DL,12,5,1,26,5.5,0.46
2017,Jonah Moi,Oregon,Pac-12,Sr.,,LB,12,5,1,38,5.5,0.46
2017,Ed Oliver,Houston,The American,So.,,DL,12,5,1,26,5.5,0.46
2017,Josh Sweat,Florida St.,ACC,Jr.,,DL,12,5,1,22,5.5,0.46
2017,Jahlani Tavai,Hawaii,Mountain West,Jr.,,LB,12,5,1,38,5.5,0.46
2017,Miles Fox,Old Dominion,CUSA,Jr.,,DL,12,4,3,26,5.5,0.46
2017,James Crawford,Illinois,Big Ten,Sr.,,LB,9,4,0,28,4,0.44
2017,Roquan Smith,Georgia,SEC,Jr.,,LB,15,6,1,42,6.5,0.43
2017,Jabril Frazier,Boise St.,Mountain West,Jr.,,DL,14,6,0,40,6,0.43
2017,Tobenna Okeke,Fresno St.,Mountain West,Sr.,,DL,14,6,0,30,6,0.43
2017,Rashad Smith,Fla. Atlantic,CUSA,So.,,LB,14,5,2,37,6,0.43
2017,Otaro Alaka,Texas A&M,SEC,Jr.,,LB,13,5,1,43,5.5,0.42
2017,Ryan Bee,Marshall,CUSA,Jr.,,DL,13,5,1,28,5.5,0.42
2017,Nate Brisson-Fast,Central Mich.,MAC,Jr.,,DL,13,5,1,23,5.5,0.42
2017,DJ Calhoun,Arizona St.,Pac-12,Sr.,,LB,13,5,1,39,5.5,0.42
2017,Evan Colorito,Colorado St.,Mountain West,Sr.,,LB,13,5,1,36,5.5,0.42
2017,Tremaine Edmunds,Virginia Tech,ACC,Jr.,,LB,13,5,1,31,5.5,0.42
2017,Trevon Hill,Virginia Tech,ACC,So.,,DL,13,5,1,38,5.5,0.42
2017,Eli Howard,Texas Tech,Big 12,Fr.,,DL,13,5,1,36,5.5,0.42
2017,Samdup Miller,Northwestern,Big Ten,Fr.,,DL,13,5,1,36,5.5,0.42
2017,Quentin Poling,Ohio,MAC,Sr.,,LB,13,5,1,46,5.5,0.42
2017,Mike Ramsay,Duke,ACC,Sr.,,DL,13,5,1,42,5.5,0.42
2017,Paxton Schrimsher,Southern Miss.,CUSA,So.,,LB,13,5,1,30,5.5,0.42
2017,Chad Thomas,Miami FL,ACC,Sr.,,DL,13,5,1,21,5.5,0.42
2017,John Voit,Army West Point,FBS Independent,Sr.,,DL,13,5,1,45,5.5,0.42
2017,Ryan Bowman,Washington,Pac-12,Fr.,,DL,13,4,3,40,5.5,0.42
2017,Bryton Barr,Massachusetts,FBS Independent,Sr.,,LB,12,5,0,29,5,0.42
2017,Caleb Caston,Arkansas St.,Sun Belt,Sr.,,DL,12,5,0,31,5,0.42
2017,Demone Harris,Buffalo,MAC,Sr.,,DL,12,5,0,34,5,0.42
2017,Oluwaseun Idowu,Pittsburgh,ACC,Jr.,,LB,12,5,0,30,5,0.42
2017,Alton Robinson,Syracuse,ACC,So.,,DL,12,5,0,27,5,0.42
