Year,Name,Team,Conference,Class,Height,Position,Games,SS,AS,SY,TS,SPG
2025,Nadame Tucker,Western Mich.,MAC,Sr.,6-3,DL,13,12,5,119,14.5,1.12
2025,John Henry Daley,Utah,Big 12,So.,6-4,DE,11,10,3,91,11.5,1.05
2025,David Bailey,Texas Tech,Big 12,Sr.,6-3,LB,14,13,3,133,14.5,1.04
2025,Nathan Voorhis,Ball St.,MAC,Sr.,6-3,DE,12,11,2,81,12,1
2025,Anthony Smith,Minnesota,Big Ten,Jr.,6-6,DL,13,10,5,100,12.5,0.96
2025,Colin Simmons,Texas,SEC,So.,6-3,DE,13,11,2,55,12,0.92
2025,Gabe Jacas,Illinois,Big Ten,Sr.,6-3,DE,12,9,4,61,11,0.92
2025,Cashius Howell,Texas A&M,SEC,Sr.,6-2,DE,13,11,1,80,11.5,0.88
2025,Melkart Abou Jaoude,North Carolina,ACC,Jr.,6-5,DL,12,10,1,65,10.5,0.88
2025,Akheem Mesidor,Miami FL,ACC,Sr.,6-3,DL,15,10,5,99,12.5,0.83
2025,Jack Kelly,BYU,Big 12,Sr.,6-3,LB,12,10,0,75,10,0.83
2025,Derrick Moore,Michigan,Big Ten,Sr.,6-3,DE,12,9,2,97,10,0.83
2025,Michael Heldman,Central Mich.,MAC,Sr.,6-4,DL,13,10,1,48,10.5,0.81
2025,Bryun Parham,UConn,FBS Independent,Sr.,5-11,LB,13,9,3,79,10.5,0.81
2025,Caden Curry,Ohio St.,Big Ten,Sr.,6-3,DE,14,11,0,72,11,0.79
2025,Donnie Smith,Troy,Sun Belt,Jr.,6-4,DE,14,10,2,69,11,0.79
2025,Xavier Atkins,Auburn,SEC,So.,6-0,LB,12,8,2,50,9,0.75
2025,Romello Height,Texas Tech,Big 12,Sr.,6-3,DE,14,8,4,70,10,0.71
2025,Keyshawn James-Newby,New Mexico,Mountain West,Sr.,6-2,DE,13,8,2,53,9,0.69
2025,Damon Wilson II,Missouri,SEC,Jr.,6-4,DE,13,7,4,70,9,0.69
2025,Aidan Hubbard,Northwestern,Big Ten,Sr.,6-4,DL,11,7,1,49,7.5,0.68
2025,Quincy Rhodes Jr.,Arkansas,SEC,Jr.,6-6,DE,12,8,0,56,8,0.67
2025,Dani Dennis-Sutton,Penn St.,Big Ten,Sr.,6-5,DE,13,8,1,57,8.5,0.65
2025,Adam Trick,Miami OH,MAC,Sr.,6-4,LB,13,8,1,69,8.5,0.65
2025,Demarcus Hendricks,Arkansas St.,Sun Belt,Sr.,6-2,DE,13,7,3,62,8.5,0.65
2025,Clev Lubin,Louisville,ACC,Jr.,6-3,DL,13,7,3,75,8.5,0.65
2025,Isaiah Smith,SMU,ACC,Sr.,6-4,DE,13,7,3,44,8.5,0.65
2025,R Mason Thomas,Oklahoma,SEC,Sr.,6-2,DL,10,6,1,54,6.5,0.65
2025,Elijah Hill,Kennesaw St.,CUSA,Fr.,6-2,DL,14,7,4,60,9,0.64
2025,Teitum Tuioti,Oregon,Big Ten,Jr.,6-3,LB,15,8,3,68,9.5,0.63
2025,Ethan Hurkett,Iowa,Big Ten,Sr.,6-3,DL,13,7,2,65,8,0.62
2025,John Miller,Utah St.,Mountain West,Sr.,,LB,13,7,2,57,8,0.62
2025,Ethan Hassler,Arkansas St.,Sun Belt,Sr.,6-2,DE,13,6,4,68,8,0.62
2025,Princewill Umanmielen,Ole Miss,SEC,Jr.,6-5,LB,15,8,2,49,9,0.6
2025,Rueben Bain Jr.,Miami FL,ACC,Jr.,6-3,DL,16,8,3,57,9.5,0.59
2025,Boubacar Traore,Notre Dame,FBS Independent,So.,6-4,DL,11,6,1,50,6.5,0.59
2025,Keyshaun Elliott,Arizona St.,Big 12,Sr.,6-2,LB,12,7,0,21,7,0.58
2025,Malachi Lawrence,UCF,Big 12,Sr.,6-4,DE,12,7,0,41,7,0.58
2025,Bryan Thomas Jr.,South Carolina,SEC,Sr.,6-2,DE,12,7,0,54,7,0.58
2025,Tyler Thompson,North Carolina,ACC,So.,,LB,12,7,0,46,7,0.58
2025,Sidney Stewart,Maryland,Big Ten,Fr.,,DL,12,6,2,44,7,0.58
2025,Isaac Terrell,Washington St.,FBS Independent,Jr.,6-2,DE,12,5,4,58,7,0.58
2025,Vincent Anthony Jr.,Duke,ACC,Sr.,6-6,DE,13,7,1,36,7.5,0.58
2025,Brett Karhu,New Mexico,Mountain West,Sr.,6-1,DE,13,7,1,45,7.5,0.58
2025,J'Mond Tapp,Southern Miss.,Sun Belt,Jr.,6-3,DL,13,7,1,51,7.5,0.58
2025,Will Heldt,Clemson,ACC,Jr.,6-6,DE,13,6,3,46,7.5,0.58
2025,Jackie Johnson III,Hawaii,Mountain West,Sr.,6-0,DL,13,6,3,49,7.5,0.58
2025,Harvey Dyson III,Tulane,American,Jr.,6-3,DL,14,7,2,66,8,0.57
2025,Ezra Christensen,New Mexico St.,CUSA,Sr.,6-2,DL,11,6,0,40,6,0.55
2025,Zahir Mathis,Maryland,Big Ten,Fr.,,DL,11,5,2,42,6,0.55
2025,Mandrell Desir,Florida St.,ACC,Fr.,6-4,DL,12,6,1,55,6.5,0.54
2025,Darryl Peterson,Wisconsin,Big Ten,Sr.,6-1,LB,12,6,1,47,6.5,0.54
2025,Martez Poynter,Toledo,MAC,Sr.,6-4,DT,12,6,1,45,6.5,0.54
2025,Justin Wodtly,Arizona St.,Big 12,Sr.,6-2,DE,12,6,1,55,6.5,0.54
2025,J'Dan Burnett,Tulsa,American,Jr.,6-1,DL,12,5,3,34,6.5,0.54
2025,Dylan Labarbera,Nevada,Mountain West,Jr.,6-1,DL,12,5,3,44,6.5,0.54
2025,Ryan Henderson,San Diego St.,Mountain West,Jr.,6-3,DL,13,7,0,55,7,0.54
2025,Trey White,San Diego St.,Mountain West,Jr.,6-2,DE,13,7,0,50,7,0.54
2025,Langston Hardy,Wake Forest,ACC,Jr.,6-3,LB,13,6,2,47,7,0.54
2025,Eddie Walls III,Houston,Big 12,Sr.,6-4,DL,13,6,2,34,7,0.54
2025,Taylor Wein,Oklahoma,SEC,So.,6-4,DL,13,6,2,50,7,0.54
2025,Zion Wilson,East Carolina,American,Sr.,6-3,DL,13,6,2,38,7,0.54
2025,Yhonzae Pierre,Alabama,SEC,So.,6-3,LB,15,7,2,81,8,0.53
2025,Rolijah Hardy,Indiana,Big Ten,So.,5-11,LB,16,7,2,41,8,0.5
2025,Rodney McGraw,Western Mich.,MAC,Sr.,6-6,DL,14,5,4,51,7,0.5
2025,Sahir West,James Madison,Sun Belt,Fr.,6-4,DL,14,5,4,47,7,0.5
2025,Finn Claypool,Fresno St.,Mountain West,Sr.,6-1,DL,13,6,1,52,6.5,0.5
2025,Niles King,San Diego St.,Mountain West,Sr.,6-6,DL,13,6,1,53,6.5,0.5
2025,Max Llewellyn,Iowa,Big Ten,Sr.,6-5,DE,13,6,1,41,6.5,0.5
2025,Karter Menz,Minnesota,Big Ten,So.,6-5,DL,13,6,1,36,6.5,0.5
2025,MJ Stroud,Ga. Southern,Sun Belt,Jr.,6-3,DL,13,6,1,46,6.5,0.5
2025,Zion Young,Missouri,SEC,Sr.,6-5,DE,13,6,1,64,6.5,0.5
2025,Tony Anyanwu,Rice,American,Sr.,6-2,DL,13,5,3,33,6.5,0.5
2025,Landon Robinson,Navy,American,Sr.,6-0,DL,13,5,3,41,6.5,0.5
2025,Nuer Gatkuoth,Wake Forest,ACC,Jr.,6-3,DL,12,6,0,45,6,0.5
2025,Wesley Bailey,Louisville,ACC,Sr.,6-5,DL,12,5,2,39,6,0.5
2025,Jamond Mathis,Kent St.,MAC,So.,6-3,DE,12,5,2,41,6,0.5
2025,Cameron Robertson,SMU,ACC,Sr.,6-4,DE,10,4,2,37,5,0.5
2025,Kenyatta Jackson Jr.,Ohio St.,Big Ten,Sr.,6-6,DE,14,6,1,45,6.5,0.46
2025,Arvell Reese,Ohio St.,Big Ten,Jr.,6-4,LB,14,6,1,41,6.5,0.46
2025,Daniel Rickert,Virginia,ACC,Sr.,6-2,DL,14,6,1,42,6.5,0.46
2025,Tunmise Adeleye,UNLV,Mountain West,Sr.,6-4,DL,13,6,0,31,6,0.46
2025,Jay Crable,Ohio,MAC,So.,6-3,DE,13,6,0,49,6,0.46
2025,Kenton Simmons,FIU,CUSA,Jr.,6-5,DL,13,6,0,36,6,0.46
2025,Mac Harris,South Fla.,American,Sr.,6-0,LB,13,5,2,27,6,0.46
2025,Chris McClellan,Missouri,SEC,Sr.,6-4,DL,13,5,2,40,6,0.46
2025,Brandon Buckner,Middle Tenn.,CUSA,Sr.,6-0,LB,12,5,1,22,5.5,0.46
2025,Christopher Eaton,Sam Houston,CUSA,Sr.,6-3,DL,12,5,1,35,5.5,0.46
2025,Junior Poyser,Buffalo,MAC,Jr.,6-2,DL,12,5,1,20,5.5,0.46
2025,De'jon Benton,Hawaii,Mountain West,Sr.,6-2,DL,12,4,3,36,5.5,0.46
2025,Malachi Davis,Toledo,MAC,Jr.,6-4,DE,12,4,3,45,5.5,0.46
2025,Nnanna Anyanwu,UTSA,American,Sr.,6-6,LB,11,5,0,29,5,0.45
2025,Cody Sigler,Arkansas St.,Sun Belt,Jr.,6-3,DL,11,3,4,27,5,0.45
2025,Rasheem Biles,Pittsburgh,ACC,Jr.,6-1,LB,10,4,1,41,4.5,0.45
2025,Byron Turner Jr.,Tulsa,American,Sr.,6-4,DL,10,4,1,33,4.5,0.45
2025,Ryan Davis,Kansas St.,Big 12,So.,6-4,DE,9,4,0,22,4,0.44
2025,Dylan Howell,ULM,Sun Belt,Sr.,6-3,DL,9,4,0,29,4,0.44
2025,Isaiah Jones,Indiana,Big Ten,Jr.,6-2,LB,16,6,2,42,7,0.44
2025,Jordan Norman,Tulane,American,So.,6-4,DL,14,6,0,27,6,0.43
2025,Xavier Holmes,James Madison,Sun Belt,Sr.,6-3,DL,14,5,2,50,6,0.43
2025,Jayden Virgin-Morgan,Boise St.,Mountain West,Jr.,6-3,DE,14,5,2,31,6,0.43
2025,Dominic Bailey,Tennessee,SEC,Sr.,6-3,DL,13,5,1,38,5.5,0.42
2025,TJ Bush Jr.,California,ACC,Jr.,6-3,LB,13,5,1,37,5.5,0.42
2025,Kameryn Crawford,Southern California,Big Ten,So.,6-5,DE,13,5,1,34,5.5,0.42
2025,Stephen Daley,Indiana,Big Ten,Sr.,6-2,DL,13,5,1,46,5.5,0.42
2025,Keegan Davis,FIU,CUSA,Sr.,6-4,LB,13,5,1,37,5.5,0.42
2025,Jeremy Mack Jr.,Old Dominion,Sun Belt,Sr.,5-10,S,13,5,1,43,5.5,0.42
2025,Terry Webb,SMU,ACC,Sr.,6-3,DT,13,5,1,37,5.5,0.42
2025,Ezekiel Durham-Campbell,Coastal Carolina,Sun Belt,Jr.,6-5,DE,13,4,3,21,5.5,0.42
2025,Myles Bradley,Bowling Green,MAC,Jr.,6-0,DE,12,5,0,20,5,0.42
2025,Keyron Crawford,Auburn,SEC,Sr.,6-4,DE,12,5,0,30,5,0.42
2025,Udoka Ezeani,UTEP,CUSA,Sr.,6-1,LB,12,5,0,51,5,0.42
2025,Ben Florentine,Wyoming,Mountain West,Sr.,6-1,DL,12,5,0,33,5,0.42
2025,Isaac Hubert,Air Force,Mountain West,Jr.,,LB,12,5,0,25,5,0.42
2025,Kevin Jobity Jr.,Syracuse,ACC,Sr.,6-4,DL,12,5,0,30,5,0.42
2025,CJ Nunnally,Purdue,Big Ten,Sr.,6-3,DL,12,5,0,38,5,0.42
2025,Andrew Simpson,North Carolina,ACC,Sr.,6-0,LB,12,5,0,49,5,0.42
2025,Cam’Ron Stewart,Temple,American,Sr.,6-5,DE,12,5,0,34,5,0.42
2025,Jamall Thompson Jr.,New Mexico St.,CUSA,Sr.,6-3,DE,12,5,0,30,5,0.42
2025,Braydin Ward,Marshall,Sun Belt,Jr.,6-6,DL,12,5,0,39,5,0.42
2025,Jeffrey M'ba,SMU,ACC,Sr.,6-6,DL,12,4,2,33,5,0.42
2025,Red Murdock,Buffalo,MAC,Sr.,6-3,LB,12,4,2,33,5,0.42
2025,T.J. Parker,Clemson,ACC,Jr.,6-3,DE,12,4,2,29,5,0.42
2025,Mani Powell,Purdue,Big Ten,Sr.,6-2,LB,12,4,2,30,5,0.42
2025,Mason Reiger,Wisconsin,Big Ten,Sr.,6-5,LB,12,4,2,40,5,0.42
2025,Marques White,Massachusetts,MAC,Sr.,6-2,DL,12,4,2,26,5,0.42
2025,Jonathan Maldonado,Nevada,Mountain West,Jr.,6-6,LB,12,3,4,40,5,0.42
2025,Logan Fano,Utah,Big 12,Jr.,6-5,DE,11,4,1,27,4.5,0.41
2025,Dylan Stewart,South Carolina,SEC,So.,6-5,DE,11,4,1,40,4.5,0.41
2025,Matayo Uiagalelei,Oregon,Big Ten,Jr.,6-5,LB,15,6,0,37,6,0.4
2025,Christian Alliegro,Wisconsin,Big Ten,Jr.,6-4,LB,10,4,0,31,4,0.4
2025,Anthony Hill Jr.,Texas,SEC,Jr.,6-3,LB,10,4,0,25,4,0.4
2025,D'Arco Perkins-McAllister,ULM,Sun Belt,Sr.,6-1,CB,10,4,0,28,4,0.4
2025,Braxton Fely,Boise St.,Mountain West,Sr.,6-1,DL,14,3,5,40,5.5,0.39
2025,Kalil Alexander,Texas St.,Sun Belt,Sr.,6-3,DE,13,5,0,43,5,0.38
2025,Sammy Brown,Clemson,ACC,So.,6-2,LB,13,5,0,19,5,0.38
2025,Oumar Diomande,UConn,FBS Independent,Jr.,6-0,LB,13,5,0,28,5,0.38
2025,Aaron Graves,Iowa,Big Ten,Sr.,6-5,DL,13,5,0,36,5,0.38
2025,Gabe Kirschke,Wake Forest,ACC,Jr.,6-5,DL,13,5,0,20,5,0.38
2025,Jordan Lawson,Louisiana,Sun Belt,Sr.,6-4,DE,13,5,0,22,5,0.38
2025,Kevin Abrams-Verwayne,App State,Sun Belt,Sr.,6-3,DL,13,4,2,34,5,0.38
2025,Tylon Dunlap,Kennesaw St.,CUSA,Sr.,6-1,DL,13,4,2,25,5,0.38
2025,Brandon Mack,Houston,Big 12,Jr.,6-4,DE,13,4,2,25,5,0.38
2025,Jasiyah Robinson,East Carolina,American,Sr.,6-3,DL,13,4,2,45,5,0.38
2025,Tyrique Tucker,Indiana,Big Ten,Jr.,6-0,DL,16,5,2,30,6,0.38
2025,Reid Carrico,West Virginia,Big 12,Sr.,6-2,LB,12,4,1,31,4.5,0.38
2025,Leroy Harris III,Kansas,Big 12,So.,6-5,DE,12,4,1,20,4.5,0.38
2025,Jimmy Scott,Pittsburgh,ACC,Jr.,6-2,DL,12,4,1,32,4.5,0.38
2025,Cody Stufflebean,Kansas St.,Big 12,Sr.,6-4,DE,12,4,1,44,4.5,0.38
2025,Kemari Copeland,Virginia Tech,ACC,Jr.,6-3,DL,12,3,3,45,4.5,0.38
2025,Bryan Whitehead,Arkansas St.,Sun Belt,Sr.,6-1,DE,12,3,3,27,4.5,0.38
2024,Donovan Ezeiruaku,Boston College,ACC,Sr.,6-2,DE,12,15,3,91,16.5,1.38
2024,Antwaun Powell-Ryland,Virginia Tech,ACC,Sr.,6-3,DL,12,15,2,102,16,1.33
2024,Mike Green,Marshall,Sun Belt,So.,6-4,DL,13,16,2,144,17,1.31
2024,Trey White,San Diego St.,Mountain West,So.,6-1,DE,12,11,3,68,12.5,1.04
2024,Eric O'Neill,James Madison,Sun Belt,Jr.,6-3,DE,13,11,4,87,13,1
2024,Kyle Kennard,South Carolina,SEC,Sr.,6-5,DL,12,10,3,97,11.5,0.96
2024,Clev Lubin,Coastal Carolina,Sun Belt,So.,6-3,DL,10,9,1,87,9.5,0.95
2024,Jimmori Robinson,UTSA,The American,Sr.,6-5,LB,12,10,1,56,10.5,0.88
2024,Princely Umanmielen,Ole Miss,SEC,Sr.,6-4,DE,12,9,3,70,10.5,0.88
2024,Suntarine Perkins,Ole Miss,SEC,So.,6-1,LB,13,9,3,63,10.5,0.81
2024,T.J. Parker,Clemson,ACC,So.,6-3,DE,14,11,0,68,11,0.79
2024,JT Tuimoloau,Ohio St.,Big Ten,Sr.,,DL,16,9,7,80,12.5,0.78
2024,Josaiah Stewart,Michigan,Big Ten,Sr.,6-1,DE,11,8,1,67,8.5,0.77
2024,Mikail Kamara,Indiana,Big Ten,Jr.,6-0,DL,13,9,2,77,10,0.77
2024,Abdul Carter,Penn St.,Big Ten,Jr.,6-3,LB,16,12,0,89,12,0.75
2024,Matayo Uiagalelei,Oregon,Big Ten,So.,6-5,DE,14,9,3,60,10.5,0.75
2024,Johnny Walker,Missouri,SEC,Sr.,6-3,DE,13,9,1,61,9.5,0.73
2024,Kobe Stewart,Buffalo,MAC,Jr.,6-3,DL,13,7,5,60,9.5,0.73
2024,Jayden Virgin-Morgan,Boise St.,Mountain West,Jr.,6-3,DE,14,7,6,61,10,0.71
2024,R Mason Thomas,Oklahoma,SEC,Jr.,6-2,DL,13,8,2,59,9,0.69
2024,Xavier Carlton,California,ACC,Sr.,6-6,LB,13,7,4,49,9,0.69
2024,Khairi Manns,James Madison,Sun Belt,Sr.,6-3,DL,13,7,4,51,9,0.69
2024,Ahmed Hassanein,Boise St.,Mountain West,Sr.,6-3,DE,14,7,5,62,9.5,0.68
2024,Jalen McLeod,Auburn,SEC,Sr.,6-1,LB,12,8,0,48,8,0.67
2024,Maurice Westmoreland,UTEP,CUSA,Sr.,6-2,DE,12,7,2,55,8,0.67
2024,Dion Crawford,Buffalo,MAC,So.,6-1,LB,13,8,1,51,8.5,0.65
2024,Bradyn Swinson,LSU,SEC,Sr.,6-4,DE,13,8,1,60,8.5,0.65
2024,Bradley Weaver,Ohio,MAC,Jr.,6-4,DE,13,8,1,75,8.5,0.65
2024,Brendan Mott,Kansas St.,Big 12,Sr.,6-5,DE,13,6,5,55,8.5,0.65
2024,Jared Bartlett,Cincinnati,Big 12,Sr.,6-2,LB,12,7,1,38,7.5,0.63
2024,Fadil Diggs,Syracuse,ACC,Sr.,6-5,DL,12,7,1,34,7.5,0.63
2024,Cian Slone,Utah St.,Mountain West,Sr.,,DE,12,5,5,58,7.5,0.63
2024,Gabe Jacas,Illinois,Big Ten,Jr.,6-3,LB,13,7,2,56,8,0.62
2024,Devonte O'Malley,NIU,MAC,Sr.,6-2,DL,13,7,2,56,8,0.62
2024,Van Fillinger,Utah,Big 12,Sr.,6-4,DE,10,5,2,46,6,0.6
2024,David Bailey,Stanford,ACC,Jr.,6-3,LB,12,7,0,47,7,0.58
2024,Kyran Duhon,UTEP,CUSA,Fr.,6-2,DL,12,7,0,30,7,0.58
2024,Keldric Faulk,Auburn,SEC,So.,6-6,DE,12,7,0,49,7,0.58
2024,Jared Ivey,Ole Miss,SEC,Sr.,6-6,DE,12,6,2,53,7,0.58
2024,Kydran Jenkins,Purdue,Big Ten,Sr.,6-1,LB,12,5,4,35,7,0.58
2024,Beau Atkinson,North Carolina,ACC,So.,,DL,13,7,1,55,7.5,0.58
2024,B.J. Green,Colorado,Big 12,Sr.,6-1,DL,13,7,1,54,7.5,0.58
2024,Rylie Mills,Notre Dame,FBS Independent,Sr.,6-5,DL,13,6,3,59,7.5,0.58
2024,James Pearce Jr.,Tennessee,SEC,Jr.,6-5,DL,13,6,3,53,7.5,0.58
2024,Elijah Roberts,SMU,ACC,Sr.,6-4,DL,13,6,3,57,7.5,0.58
2024,Wesley Williams,Duke,ACC,Jr.,6-3,DE,13,5,5,46,7.5,0.58
2024,Colin Simmons,Texas,SEC,Fr.,6-3,DL,16,9,0,64,9,0.56
2024,Jack Sawyer,Ohio St.,Big Ten,Sr.,,DE,16,7,4,68,9,0.56
2024,Jasheen Davis,Wake Forest,ACC,Sr.,6-3,DL,10,4,3,36,5.5,0.55
2024,David Blay,Louisiana Tech,CUSA,Jr.,6-4,DL,12,6,1,42,6.5,0.54
2024,Landon Jackson,Arkansas,SEC,Sr.,6-7,DL,12,6,1,45,6.5,0.54
2024,Jahvaree Ritzie,North Carolina,ACC,Sr.,,DL,12,6,1,41,6.5,0.54
2024,Davin Vann,NC State,ACC,Sr.,6-2,DL,12,6,1,54,6.5,0.54
2024,Kyle Louis,Pittsburgh,ACC,So.,5-11,LB,13,7,0,40,7,0.54
2024,Ty Robinson,Nebraska,Big Ten,Sr.,,DL,13,7,0,56,7,0.54
2024,Joseph Sipp Jr.,Bowling Green,MAC,Jr.,6-0,LB,13,7,0,31,7,0.54
2024,Chandler Martin,Memphis,The American,Jr.,6-0,LB,13,6,2,46,7,0.54
2024,Tyreak Sapp,Florida,SEC,Sr.,6-3,DL,13,6,2,38,7,0.54
2024,Fisher Camac,UNLV,Mountain West,Jr.,6-7,LB,14,7,1,51,7.5,0.54
2024,Jahfari Harvey,SMU,ACC,Sr.,6-4,DL,14,6,3,48,7.5,0.54
2024,Brian Ugwu,Miami OH,MAC,Sr.,6-3,DL,14,6,3,52,7.5,0.54
2024,Dani Dennis-Sutton,Penn St.,Big Ten,Jr.,6-5,DE,16,8,1,48,8.5,0.53
2024,Anthony Hill Jr.,Texas,SEC,So.,6-3,LB,16,7,2,44,8,0.5
2024,Amare Campbell,North Carolina,ACC,So.,,LB,13,6,1,40,6.5,0.5
2024,Ethan Hurkett,Iowa,Big Ten,Sr.,6-3,DL,13,6,1,38,6.5,0.5
2024,TJ Jackson II,West Virginia,Big 12,Sr.,6-1,DL,13,6,1,55,6.5,0.5
2024,Dylan Stewart,South Carolina,SEC,Fr.,6-6,DE,13,6,1,47,6.5,0.5
2024,Roy Williams,NIU,MAC,Jr.,6-6,DE,13,6,1,22,6.5,0.5
2024,Shaun Dolac,Buffalo,MAC,Sr.,6-1,LB,13,5,3,34,6.5,0.5
2024,Walter Nolen,Ole Miss,SEC,Jr.,6-3,DT,13,5,3,36,6.5,0.5
2024,Kalil Alexander,Texas St.,Sun Belt,Jr.,6-3,DL,13,4,5,40,6.5,0.5
2024,Alex Howard,Duke,ACC,Sr.,6-2,LB,13,4,5,31,6.5,0.5
2024,Gabe Kirschke,Colorado St.,Mountain West,So.,6-5,DL,13,4,5,46,6.5,0.5
2024,Desmond Little,UAB,The American,Sr.,6-6,DE,12,6,0,22,6,0.5
2024,CJ Nunnally,Akron,MAC,Sr.,6-3,DL,12,6,0,43,6,0.5
2024,Kameron Olds,Kent St.,MAC,So.,6-4,DE,12,6,0,39,6,0.5
2024,Ansel Din-Mbuh,Washington St.,FBS Independent,So.,6-3,DL,12,5,2,26,6,0.5
2024,Aidan Hubbard,Northwestern,Big Ten,Jr.,6-4,DL,12,5,2,41,6,0.5
2024,Dean MIller,Kansas,Big 12,Jr.,,DE,12,5,2,34,6,0.5
2024,Billy Pullen,ULM,Sun Belt,Jr.,6-2,DE,12,4,4,46,6,0.5
2024,Corey Walker,Western Mich.,MAC,Jr.,6-5,DL,11,5,1,29,5.5,0.5
2024,J.J. Weaver,Kentucky,SEC,Sr.,6-5,LB,10,5,0,30,5,0.5
2024,Santana Hopper,App State,Sun Belt,So.,6-2,DL,10,4,2,23,5,0.5
2024,Cody Simon,Ohio St.,Big Ten,Sr.,,LB,15,6,2,57,7,0.47
2024,Chaz Chambliss,Georgia,SEC,Sr.,6-2,LB,14,6,1,34,6.5,0.46
2024,Antonio Doyle Jr.,UNLV,Mountain West,Sr.,6-3,DL,14,6,1,50,6.5,0.46
2024,Jared Harrison-Hunte,SMU,ACC,Sr.,6-4,DL,14,6,1,49,6.5,0.46
2024,Elo Modozie,Army West Point,The American,So.,,LB,14,6,1,40,6.5,0.46
2024,Seyi Oladipo,Boise St.,Mountain West,Sr.,5-11,S,14,6,1,44,6.5,0.46
2024,Isaiah Smith,SMU,ACC,Jr.,6-4,DE,14,6,1,45,6.5,0.46
2024,Jalon Walker,Georgia,SEC,Jr.,6-2,LB,14,6,1,41,6.5,0.46
2024,Aaron Graves,Iowa,Big Ten,Jr.,6-4,DL,13,6,0,26,6,0.46
2024,Nick Rinaldi,Vanderbilt,SEC,Jr.,6-3,DL,13,6,0,32,6,0.46
2024,Jimmy Scott,Pittsburgh,ACC,Jr.,6-2,DL,13,6,0,32,6,0.46
2024,Anthony Smith,Minnesota,Big Ten,So.,6-6,DL,13,6,0,53,6,0.46
2024,Jack Henderson,Minnesota,Big Ten,Sr.,6-2,DB,13,5,2,48,6,0.46
2024,Justin Reed,Navy,The American,Sr.,6-3,DE,13,5,2,25,6,0.46
2024,Charles Rosser,Bowling Green,MAC,Sr.,6-3,LB,13,5,2,57,6,0.46
2024,Rasheem Biles,Pittsburgh,ACC,So.,6-1,LB,12,5,1,47,5.5,0.46
2024,Kendal Daniels,Oklahoma St.,Big 12,Jr.,6-4,S,12,5,1,45,5.5,0.46
2024,Nyjalik Kelly,UCF,Big 12,Jr.,6-5,DL,12,5,1,40,5.5,0.46
2024,Jereme Robinson,Kansas,Big 12,Sr.,,DE,12,5,1,25,5.5,0.46
2024,Corey Suttle,Miami OH,MAC,Sr.,6-4,DE,12,5,1,36,5.5,0.46
2024,Riley Tolsma,Ball St.,MAC,Jr.,6-4,DL,12,5,1,43,5.5,0.46
2024,TJ Bush,Liberty,CUSA,So.,6-2,DE,12,4,3,39,5.5,0.46
2024,Kris Trinidad,Old Dominion,Sun Belt,Jr.,6-5,DE,12,4,3,32,5.5,0.46
2024,Jason Wiliams,Central Mich.,MAC,Jr.,6-2,DL,12,4,3,26,5.5,0.46
2024,Malachi Lawrence,UCF,Big 12,Jr.,6-4,DE,11,5,0,33,5,0.45
2024,Kam Robinson,Virginia,ACC,So.,6-2,LB,11,5,0,27,5,0.45
2024,Eddie Walls III,FIU,CUSA,So.,6-3,DL,11,4,2,38,5,0.45
2024,Buddha Peleti,New Mexico St.,CUSA,Jr.,6-2,LB,10,4,1,24,4.5,0.45
2024,Marcel Walker-Burgess,Ohio,MAC,Sr.,6-2,DE,14,6,0,32,6,0.43
2024,Cameron Whitfield,Louisiana,Sun Belt,Jr.,6-3,LB,14,6,0,36,6,0.43
2024,Tyler Baron,Miami FL,ACC,Sr.,,DL,13,5,1,37,5.5,0.42
2024,Simeon Barrow,Miami FL,ACC,Sr.,6-3,DL,13,5,1,39,5.5,0.42
2024,Devean Deal,TCU,Big 12,Jr.,6-4,LB,13,5,1,31,5.5,0.42
2024,T.J. Guy,Michigan,Big Ten,Sr.,6-4,DE,13,5,1,25,5.5,0.42
2024,Max Llewellyn,Iowa,Big Ten,Jr.,6-5,DE,13,5,1,38,5.5,0.42
2024,Akheem Mesidor,Miami FL,ACC,Sr.,,DL,13,5,1,49,5.5,0.42
2024,Chris Murray,Sam Houston,CUSA,Jr.,6-3,DL,13,5,1,36,5.5,0.42
2024,Brandon Berger,Ball St.,MAC,Sr.,6-4,LB,12,5,0,29,5,0.42
2024,JB Brown,Kansas,Big 12,Sr.,,LB,12,5,0,33,5,0.42
2024,Jackie Johnson III,Hawaii,Mountain West,Jr.,6-0,DL,12,5,0,25,5,0.42
2024,Phillip Lee,Troy,Sun Belt,Jr.,6-4,DE,12,5,0,52,5,0.42
2024,Mykel Williams,Georgia,SEC,Jr.,6-5,DL,12,5,0,43,5,0.42
2024,James Williams,Nebraska,Big Ten,So.,,DL,12,5,0,29,5,0.42
2024,Desmond Evans,North Carolina,ACC,Sr.,,DL,12,4,2,35,5,0.42
2024,Skyler Gill-Howard,NIU,MAC,Sr.,6-1,DT,12,4,2,30,5,0.42
2024,Will Heldt,Purdue,Big Ten,So.,6-6,DE,12,4,2,34,5,0.42
2024,Louce Julien,Massachusetts,FBS Independent,Jr.,6-2,DE,12,4,2,32,5,0.42
2024,Elijah Robinson,Hawaii,Mountain West,Sr.,6-4,DL,12,4,2,23,5,0.42
2024,Nic Scourton,Texas A&M,SEC,Jr.,6-4,DL,12,4,2,21,5,0.42
2024,Vincent Anthony Jr.,Duke,ACC,Jr.,6-6,DE,12,3,4,30,5,0.42
