YEAR,Player,Team,Conf,G,Rec,RecYds,YperR,RecTD,RecYperG,RusAtt,RusYds,YperA,RusTD,RusYperG,Plays,Yds,Avg,TD,Awards
2024,Keyshawn Smith,SMU,ACC,14,33,527,16,5,37.6,2,1,0.5,0,0.1,35,528,15.1,5,
2024,Kyrese Rowan,Utah State,MWC,12,44,526,12,3,43.8,2,4,2,1,0.3,46,530,11.5,4,
2024,Emmett Mosley V,Stanford,ACC,9,48,525,10.9,6,58.3,12,6,0.5,0,0.7,60,531,8.9,6,
2024,Ja'Kobi Lane,USC,Big Ten,13,43,525,12.2,12,40.4,0,0,,0,0,43,525,12.2,12,
2024,Pat Conroy,Old Dominion,Sun Belt,12,37,523,14.1,5,43.6,0,0,,0,0,37,523,14.1,5,
2024,Raylen Sharpe,Fresno State,MWC,11,51,523,10.3,3,47.5,4,67,16.8,0,6.1,55,590,10.7,3,
2024,Marcus Bellon,Nevada,MWC,13,39,522,13.4,4,40.2,9,37,4.1,0,2.8,48,559,11.6,4,
2024,Joe Royer,Cincinnati,Big 12,12,50,521,10.4,3,43.4,0,0,,0,0,50,521,10.4,3,
2024,LeQuint Allen,Syracuse,ACC,13,64,521,8.1,4,40.1,228,1021,4.5,16,78.5,292,1542,5.3,20,
2024,Ja'khi Douglas,Florida State,ACC,12,32,519,16.2,4,43.3,5,16,3.2,0,1.3,37,535,14.5,4,
2024,Joshua Simon,South Carolina,SEC,12,40,519,13,7,43.3,0,0,,0,0,40,519,13,7,
2024,Rashod Owens,Oklahoma State,Big 12,12,32,515,16.1,4,42.9,0,0,,0,0,32,515,16.1,4,
2024,Jacob De Jesus,Nevada-Las Vegas,MWC,13,36,512,14.2,3,39.4,18,101,5.6,0,7.8,54,613,11.4,3,
2024,Treon Sibley,Liberty,CUSA,11,28,510,18.2,2,46.4,0,0,,0,0,28,510,18.2,2,
2024,Sam Brown,Miami (FL),ACC,12,36,509,14.1,2,42.4,0,0,,0,0,36,509,14.1,2,
2024,Moliki Matavao,UCLA,Big Ten,11,41,506,12.3,2,46,0,0,,0,0,41,506,12.3,2,
