YEAR,Player,Team,Conf,G,Rec,RecYds,YperR,RecTD,RecYperG,RusAtt,RusYds,YperA,RusTD,RusYperG,Plays,Yds,Avg,TD,Awards
2021,Michael Mathison,Akron,MAC,11,56,706,12.6,3,64.2,1,5,5,0,0.5,57,711,12.5,3,
2021,Erik Ezukanma,Texas Tech,Big 12,11,48,705,14.7,4,64.1,10,138,13.8,2,12.5,58,843,14.5,6,
2021,Marvin Mims,Oklahoma,Big 12,13,32,705,22,5,54.2,1,15,15,0,1.2,33,720,21.8,5,
2021,Dylan Drummond,Eastern Michigan,MAC,13,64,704,11,6,54.2,0,0,,0,0,64,704,11,6,
2021,Trea Shropshire,UAB,CUSA,13,27,703,26,7,54.1,0,0,,0,0,27,703,26,7,
2021,LaJohntay Wester,Florida Atlantic,CUSA,12,65,702,10.8,4,58.5,5,29,5.8,0,2.4,70,731,10.4,4,
2021,Dallas Dixon,Central Michigan,MAC,13,45,701,15.6,8,53.9,0,0,,0,0,45,701,15.6,8,
2021,Demario Douglas,Liberty,Ind,12,52,701,13.5,6,58.4,1,2,2,0,0.2,53,703,13.3,6,
2021,Gerrit Prince,UAB,CUSA,13,36,699,19.4,10,53.8,1,0,0,0,0,37,699,18.9,10,
2021,Keshunn Abram,Kent State,MAC,14,47,699,14.9,3,49.9,0,0,,0,0,47,699,14.9,3,
2021,Jalen Nailor,Michigan State,Big Ten,9,37,694,18.8,6,77.1,1,-3,-3,0,-0.3,38,691,18.2,6,
2021,Steve Jenkins,Nevada-Las Vegas,MWC,12,46,694,15.1,4,57.8,2,5,2.5,0,0.4,48,699,14.6,4,
2021,Zack Kuntz,Old Dominion,CUSA,13,73,692,9.5,5,53.2,0,0,,0,0,73,692,9.5,5,
2021,Malachi Corley,Western Kentucky,CUSA,14,73,691,9.5,7,49.4,1,-6,-6,0,-0.4,74,685,9.3,7,
2021,J.C. Santana,Tulsa,American,13,51,689,13.5,3,53,1,6,6,0,0.5,52,695,13.4,3,
2021,Winston Wright,West Virginia,Big 12,13,63,688,10.9,5,52.9,2,2,1,0,0.2,65,690,10.6,5,
2021,JaCorey Sullivan,Central Michigan,MAC,11,49,687,14,10,62.5,0,0,,0,0,49,687,14,10,
2021,Justin Garrett,UTEP,CUSA,13,50,685,13.7,4,52.7,1,12,12,0,0.9,51,697,13.7,4,
2021,Josh Vann,South Carolina,SEC,13,43,679,15.8,5,52.2,5,63,12.6,0,4.8,48,742,15.5,5,
2021,Cole Turner,Nevada,MWC,11,62,677,10.9,10,61.5,0,0,,0,0,62,677,10.9,10,
2021,Tre Turner,Virginia Tech,ACC,11,40,675,16.9,3,61.4,12,64,5.3,0,5.8,52,739,14.2,3,
2021,Rashee Rice,SMU,American,12,64,670,10.5,9,55.8,0,0,,0,0,64,670,10.5,9,
2021,Sam Laporta,Iowa,Big Ten,14,53,670,12.6,3,47.9,0,0,,0,0,53,670,12.6,3,
2021,Tory Horton,Nevada,MWC,12,52,659,12.7,5,54.9,0,0,,0,0,52,659,12.7,5,
2021,Benjamin Yurosek,Stanford,Pac-12,11,43,658,15.3,3,59.8,2,11,5.5,0,1,45,669,14.9,3,
2021,Jared Wayne,Pitt,ACC,13,47,658,14,6,50.6,0,0,,0,0,47,658,14,6,
2021,Trevon Clark,California,Pac-12,12,33,658,19.9,4,54.8,0,0,,0,0,33,658,19.9,4,
2021,Sean Dykes,Memphis,American,12,48,657,13.7,7,54.8,0,0,,0,0,48,657,13.7,7,
2021,Chris Pierce,Vanderbilt,SEC,12,57,654,11.5,2,54.5,0,0,,0,0,57,654,11.5,2,
2021,Kwamie Lassiter II,Kansas,Big 12,12,59,653,11.1,3,54.4,0,0,,0,0,59,653,11.1,3,
2021,Jason Brownlee,Southern Mississippi,CUSA,12,46,643,14,8,53.6,0,0,,0,0,46,643,14,8,
2021,Melquan Stovall,Nevada,MWC,12,56,643,11.5,1,53.6,1,-6,-6,0,-0.5,57,637,11.2,1,
2021,Jacob Copeland,Florida,SEC,13,41,642,15.7,4,49.4,3,20,6.7,0,1.5,44,662,15,4,
2021,Jesse Matthews,San Diego State,MWC,14,57,642,11.3,9,45.9,3,5,1.7,0,0.4,60,647,10.8,9,
2021,Victor Tucker,Charlotte,CUSA,11,51,639,12.5,2,58.1,4,29,7.3,0,2.6,55,668,12.1,2,
2021,CJ Daniels,Liberty,Ind,13,37,634,17.1,7,48.8,0,0,,1,0,37,634,17.1,8,
2021,Quentin Johnston,Texas Christian,Big 12,9,33,634,19.2,6,70.4,2,12,6,0,1.3,35,646,18.5,6,
2021,Trevon Bradford,Oregon State,Pac-12,13,42,631,15,5,48.5,7,45,6.4,1,3.5,49,676,13.8,6,
2021,Jalen Wayne,South Alabama,Sun Belt,12,53,630,11.9,2,52.5,0,0,,0,0,53,630,11.9,2,
2021,Jared Wyatt,New Mexico State,Ind,12,49,629,12.8,3,52.4,0,0,,0,0,49,629,12.8,3,
2021,Jaden Walley,Mississippi State,SEC,13,55,628,11.4,6,48.3,0,0,,0,0,55,628,11.4,6,
2021,Reggie Roberson Jr.,SMU,American,12,51,625,12.3,6,52.1,0,0,,0,0,51,625,12.3,6,
2021,Stephan Robinson,Northwestern,Big Ten,11,46,625,13.6,2,56.8,10,120,12,0,10.9,56,745,13.3,2,
2021,Willie Johnson,Marshall,CUSA,13,32,625,19.5,3,48.1,3,26,8.7,0,2,35,651,18.6,3,
2021,Taylor Morin,Wake Forest,ACC,14,43,621,14.4,5,44.4,1,1,1,0,0.1,44,622,14.1,5,
2021,Cornelius Johnson,Michigan,Big Ten,14,39,620,15.9,3,44.3,3,30,10,0,2.1,42,650,15.5,3,
2021,Nykeim Johnson,Kent State,MAC,14,54,620,11.5,3,44.3,10,83,8.3,2,5.9,64,703,11,5,
2021,Brandon Lewis,Air Force,MWC,13,21,619,29.5,3,47.6,22,192,8.7,1,14.8,43,811,18.9,4,
2021,Brennan Presley,Oklahoma State,Big 12,14,50,619,12.4,5,44.2,5,36,7.2,1,2.6,55,655,11.9,6,
2021,Bo Melton,Rutgers,Big Ten,11,55,618,11.2,3,56.2,9,51,5.7,0,4.6,64,669,10.5,3,
2021,Austin Williams,Mississippi State,SEC,13,52,617,11.9,4,47.5,0,0,,0,0,52,617,11.9,4,
2021,Keric Wheatfall,Fresno State,MWC,13,38,616,16.2,4,47.4,2,2,1,0,0.2,40,618,15.5,4,
2021,Justin Hall,Ball State,MAC,11,61,613,10,5,55.7,37,255,6.9,6,23.2,98,868,8.9,11,
2021,Antoine Green,North Carolina,ACC,13,31,612,19.7,5,47.1,0,0,,0,0,31,612,19.7,5,
2021,Brant Kuithe,Utah,Pac-12,14,50,611,12.2,6,43.6,4,12,3,1,0.9,54,623,11.5,7,
2021,Kameron Brown,Coastal Carolina,Sun Belt,13,36,605,16.8,5,46.5,0,0,,0,0,36,605,16.8,5,
2021,Ra'Shaun Henry,Virginia,ACC,12,34,603,17.7,3,50.3,0,0,,0,0,34,603,17.7,3,
2021,Austin Allen,Nebraska,Big Ten,12,38,602,15.8,2,50.2,0,0,,0,0,38,602,15.8,2,
2021,Tahj Washington,USC,Pac-12,12,54,602,11.1,1,50.2,0,0,,0,0,54,602,11.1,1,
2021,Josh Ali,Kentucky,SEC,10,41,601,14.7,3,60.1,3,13,4.3,1,1.3,44,614,14,4,
2021,Kyle Williams,Nevada-Las Vegas,MWC,10,42,601,14.3,2,60.1,2,7,3.5,0,0.7,44,608,13.8,2,
2021,Chritauskie Dove,Missouri,SEC,14,41,600,14.6,0,42.9,0,0,,0,0,41,600,14.6,0,
2021,Jelani Woods,Virginia,ACC,11,44,598,13.6,8,54.4,1,1,1,0,0.1,45,599,13.3,8,
2021,Thayer Thomas,North Carolina State,ACC,12,51,596,11.7,8,49.7,4,19,4.8,0,1.6,55,615,11.2,8,
2021,Tyrone Broden,Bowling Green,MAC,11,36,596,16.6,5,54.2,0,0,,0,0,36,596,16.6,5,
2021,Gunner Romney,BYU,Ind,10,34,594,17.5,3,59.4,2,2,1,0,0.2,36,596,16.6,3,
2021,Boogie Knight,Louisiana-Monroe,Sun Belt,12,45,588,13.1,3,49,1,-3,-3,0,-0.3,46,585,12.7,3,
2021,Cedric Patterson III,Rice,CUSA,12,38,583,15.3,6,48.6,3,40,13.3,1,3.3,41,623,15.2,7,
2021,Kobe Hudson,Auburn,SEC,12,44,580,13.2,4,48.3,1,-10,-10,0,-0.8,45,570,12.7,4,
2021,Ricky Pearsall,Arizona State,Pac-12,13,48,580,12.1,4,44.6,6,44,7.3,1,3.4,54,624,11.6,5,
2021,Gary Bryant Jr.,USC,Pac-12,10,44,579,13.2,7,57.9,1,3,3,1,0.3,45,582,12.9,8,
2021,Isaiah Garcia-Castaneda,New Mexico State,Ind,10,37,578,15.6,4,57.8,1,6,6,0,0.6,38,584,15.4,4,
2021,Malik Washington,Northwestern,Big Ten,12,44,578,13.1,2,48.2,5,-2,-0.4,0,-0.2,49,576,11.8,2,
2021,Will Sheppard,Vanderbilt,SEC,11,43,577,13.4,4,52.5,0,0,,0,0,43,577,13.4,4,
2021,Bryce Ford-Wheaton,West Virginia,Big 12,12,42,575,13.7,3,47.9,0,0,,0,0,42,575,13.7,3,
2021,Cole Tucker,Northern Illinois,MAC,9,41,575,14,3,63.9,0,0,,0,0,41,575,14,3,
2021,Keke Chism,Missouri,SEC,14,46,575,12.5,4,41.1,2,15,7.5,0,1.1,48,590,12.3,4,
2021,R.J. Sneed,Baylor,Big 12,14,46,573,12.5,2,40.9,2,0,0,0,0,48,573,11.9,2,
2021,Jackson Anthrop,Purdue,Big Ten,13,53,570,10.8,5,43.8,23,83,3.6,0,6.4,76,653,8.6,5,
2021,Tyrin Smith,UTEP,CUSA,13,33,570,17.3,4,43.8,0,0,,0,0,33,570,17.3,4,
2021,Devin Maddox,Toledo,MAC,13,41,567,13.8,4,43.6,2,19,9.5,0,1.5,43,586,13.6,4,
2021,Brandon Johnson,UCF,American,13,38,565,14.9,11,43.5,0,0,,0,0,38,565,14.9,11,
2021,Tre Harris,Louisiana Tech,CUSA,12,40,562,14.1,4,46.8,0,0,,0,0,40,562,14.1,4,
2021,Tayvion Robinson,Virginia Tech,ACC,12,44,559,12.7,5,46.6,13,47,3.6,0,3.9,57,606,10.6,5,
2021,Devon Williams,Oregon,Pac-12,12,35,557,15.9,4,46.4,0,0,,0,0,35,557,15.9,4,
2021,Devin Carter,North Carolina State,ACC,12,31,556,17.9,6,46.3,0,0,,0,0,31,556,17.9,6,
2021,Jeff Foreman,Arkansas State,Sun Belt,12,31,556,17.9,2,46.3,0,0,,0,0,31,556,17.9,2,
2021,Javen Banks,Texas State,Sun Belt,11,36,553,15.4,5,50.3,0,0,,0,0,36,553,15.4,5,
2021,Justin Shorter,Florida,SEC,13,41,550,13.4,3,42.3,0,0,,0,0,41,550,13.4,3,
2021,Marshon Ford,Louisville,ACC,13,49,550,11.2,2,42.3,0,0,,0,0,49,550,11.2,2,
2021,Braylon Sanders,Ole Miss,SEC,12,24,549,22.9,4,45.8,1,6,6,0,0.5,25,555,22.2,4,
2021,Austin Osborne,Bowling Green,MAC,12,64,546,8.5,2,45.5,0,0,,0,0,64,546,8.5,2,
2021,Mike Harley,Miami (FL),ACC,12,57,543,9.5,5,45.3,1,1,1,0,0.1,58,544,9.4,5,
2021,Peyton Hendershot,Indiana,Big Ten,12,46,543,11.8,4,45.3,2,8,4,0,0.7,48,551,11.5,4,
2021,Phillip Brooks,Kansas State,Big 12,13,43,543,12.6,2,41.8,3,-7,-2.3,0,-0.5,46,536,11.7,2,
2021,Tyrice Richie,Northern Illinois,MAC,9,44,540,12.3,1,60,5,6,1.2,0,0.7,49,546,11.1,1,
2021,Dante Wright,Colorado State,MWC,10,43,538,12.5,3,53.8,3,-5,-1.7,0,-0.5,46,533,11.6,3,
2021,Kaylon Geiger,Texas Tech,Big 12,13,43,533,12.4,1,41,12,98,8.2,0,7.5,55,631,11.5,1,
2021,Tre Mosley,Michigan State,Big Ten,13,35,530,15.1,3,40.8,2,-1,-0.5,0,-0.1,37,529,14.3,3,
2021,Jordan Watkins,Louisville,ACC,12,35,529,15.1,4,44.1,0,0,,0,0,35,529,15.1,4,
2021,Shedrick Jackson,Auburn,SEC,13,40,527,13.2,1,40.5,0,0,,0,0,40,527,13.2,1,
2021,Neil Pau'u,BYU,Ind,10,46,526,11.4,6,52.6,5,46,9.2,0,4.6,51,572,11.2,6,
2021,Isaiah Williams,Illinois,Big Ten,12,47,525,11.2,4,43.8,12,61,5.1,2,5.1,59,586,9.9,6,
2021,Jarrin Pierce,Middle Tennessee State,CUSA,13,43,523,12.2,6,40.2,0,0,,0,0,43,523,12.2,6,
2021,Myles Price,Texas Tech,Big 12,12,38,523,13.8,2,43.6,14,83,5.9,1,6.9,52,606,11.7,3,
2021,Tyler Harrell,Louisville,ACC,13,18,523,29.1,6,40.2,0,0,,0,0,18,523,29.1,6,
2021,Keandre Lambert-Smith,Penn State,Big Ten,13,34,521,15.3,3,40.1,0,0,,0,0,34,521,15.3,3,
2021,C.J. Johnson,East Carolina,American,12,35,520,14.9,1,43.3,0,0,,0,0,35,520,14.9,1,
2021,Isaiah Winstead,Toledo,MAC,13,38,520,13.7,1,40,0,0,,0,0,38,520,13.7,1,
2021,Marcell Barbee,Texas State,Sun Belt,12,40,520,13,5,43.3,0,0,,0,0,40,520,13,5,
2021,Tyler Scott,Cincinnati,American,14,30,520,17.3,5,37.1,0,0,,0,0,30,520,17.3,5,
2021,Derius Davis,Texas Christian,Big 12,12,36,518,14.4,1,43.2,10,42,4.2,1,3.5,46,560,12.2,2,
2021,Kevin Shaa,Liberty,Ind,13,28,516,18.4,6,39.7,0,0,,0,0,28,516,18.4,6,
2021,Jalen Wydermyer,Texas A&M,SEC,12,40,515,12.9,4,42.9,0,0,,0,0,40,515,12.9,4,
2021,Britain Covey,Utah,Pac-12,14,52,514,9.9,3,36.7,14,99,7.1,0,7.1,66,613,9.3,3,
2021,Justyn Ross,Clemson,ACC,10,46,514,11.2,3,51.4,0,0,,0,0,46,514,11.2,3,
2021,Matt Landers,Toledo,MAC,12,20,514,25.7,5,42.8,0,0,,0,0,20,514,25.7,5,
2021,Taye Barber,Texas Christian,Big 12,12,30,514,17.1,2,42.8,2,7,3.5,0,0.6,32,521,16.3,2,
2021,Kekoa Crawford,California,Pac-12,11,40,513,12.8,0,46.6,0,0,,0,0,40,513,12.8,0,
2021,Ty Fryfogle,Indiana,Big Ten,12,46,512,11.1,1,42.7,4,34,8.5,0,2.8,50,546,10.9,1,
2021,Dalton Kincaid,Utah,Pac-12,14,36,510,14.2,8,36.4,1,4,4,0,0.3,37,514,13.9,8,
2021,Jimmy Marshall,Middle Tennessee State,CUSA,12,45,510,11.3,6,42.5,0,0,,0,0,45,510,11.3,6,
2021,Ainias Smith,Texas A&M,SEC,12,47,509,10.8,6,42.4,8,26,3.3,0,2.2,55,535,9.7,6,
2021,Kayshon Boutte,LSU,SEC,6,38,508,13.4,9,84.7,0,0,,0,0,38,508,13.4,9,
2021,Dontay Demus,Maryland,Big Ten,6,28,507,18.1,3,84.5,0,0,,0,0,28,507,18.1,3,
2021,Chris Autman-Bell,Minnesota,Big Ten,11,36,506,14.1,6,46,0,0,,0,0,36,506,14.1,6,
2021,Sam James,West Virginia,Big 12,13,42,505,12,5,38.8,2,9,4.5,0,0.7,44,514,11.7,5,
2021,Jaray Jenkins,LSU,SEC,13,34,502,14.8,6,38.6,0,0,,0,0,34,502,14.8,6,
2021,Jo'quavious Marks,Mississippi State,SEC,13,83,502,6,3,38.6,106,416,3.9,6,32,189,918,4.9,9,
2021,Elijah Higgins,Stanford,Pac-12,10,45,500,11.1,4,50,0,0,,0,0,45,500,11.1,4,
2021,Jaheim Bell,South Carolina,SEC,13,30,497,16.6,5,38.2,7,40,5.7,0,3.1,37,537,14.5,5,
2021,Jermaine Burton,Georgia,SEC,14,26,497,19.1,4,35.5,0,0,,0,0,26,497,19.1,4,
2021,Jeremy Singleton,Houston,American,14,29,495,17.1,5,35.4,0,0,,0,0,29,495,17.1,5,
2021,August Pitre III,Rice,CUSA,8,31,494,15.9,3,61.8,0,0,,0,0,31,494,15.9,3,
2021,Audie Omotosho,East Carolina,American,12,40,493,12.3,3,41.1,0,0,,0,0,40,493,12.3,3,
2021,Jack Bech,LSU,SEC,13,43,489,11.4,3,37.6,0,0,,0,0,43,489,11.4,3,
2021,Malachi Carter,Georgia Tech,ACC,12,37,489,13.2,2,40.8,0,0,,0,0,37,489,13.2,2,
2021,Demetris Robertson,Auburn,SEC,12,37,488,13.2,4,40.7,5,42,8.4,1,3.5,42,530,12.6,5,
2021,Yo'Heinz Tyler,Ball State,MAC,13,49,487,9.9,6,37.5,0,0,,0,0,49,487,9.9,6,
2021,Je'Quan Burton,Florida Atlantic,CUSA,12,27,483,17.9,3,40.3,2,-11,-5.5,0,-0.9,29,472,16.3,3,
2021,Xavier Gaines,Marshall,CUSA,13,42,483,11.5,3,37.2,1,9,9,0,0.7,43,492,11.4,3,
2021,Brandon Robinson,Florida Atlantic,CUSA,12,37,481,13,3,40.1,0,0,,0,0,37,481,13,3,
2021,Michael Jefferson,Louisiana,Sun Belt,13,18,481,26.7,4,37,0,0,,0,0,18,481,26.7,4,
2021,Jake Herslow,Houston,American,14,36,480,13.3,5,34.3,0,0,,0,0,36,480,13.3,5,
2021,Isaiah Alston,Army,Ind,13,25,479,19.2,3,36.8,0,0,,0,0,25,479,19.2,3,
2021,Danny Davis,Wisconsin,Big Ten,12,32,478,14.9,2,39.8,1,1,1,0,0.1,33,479,14.5,2,
2021,Randle Jones,Temple,American,8,40,476,11.9,3,59.5,4,12,3,0,1.5,44,488,11.1,3,
2021,Keelan Marion,Connecticut,Ind,12,28,474,16.9,5,39.5,0,0,,0,0,28,474,16.9,5,
2021,Sam Crawford Jr.,Tulsa,American,9,27,472,17.5,4,52.4,0,0,,0,0,27,472,17.5,4,
2021,Yusuf Ali,Middle Tennessee State,CUSA,11,45,472,10.5,4,42.9,3,15,5,0,1.4,48,487,10.1,4,
2021,De'Zhaun Stribling,Washington State,Pac-12,13,44,471,10.7,5,36.2,0,0,,0,0,44,471,10.7,5,
2021,Zane Pope,Fresno State,MWC,13,25,471,18.8,4,36.2,1,3,3,0,0.2,26,474,18.2,4,
2021,Jahmyr Gibbs,Georgia Tech,ACC,12,36,470,13.1,2,39.2,143,746,5.2,4,62.2,179,1216,6.8,6,
2021,Jalen McMillan,Washington,Pac-12,11,39,470,12.1,3,42.7,0,0,,0,0,39,470,12.1,3,
2021,Justin Lockhart,Nevada,MWC,12,35,470,13.4,2,39.2,0,0,,0,0,35,470,13.4,2,
2021,Deuce Vaughn,Kansas State,Big 12,13,49,468,9.6,4,36,235,1404,6,18,108,284,1872,6.6,22,AA
2021,Kyric McGowan,Georgia Tech,ACC,11,37,467,12.6,7,42.5,0,0,,0,0,37,467,12.6,7,
2021,Payne Durham,Purdue,Big Ten,12,45,467,10.4,6,38.9,0,0,,0,0,45,467,10.4,6,
2021,Jaylin Lane,Middle Tennessee State,CUSA,12,42,466,11.1,4,38.8,11,93,8.5,1,7.8,53,559,10.5,5,
2021,Grant Calcaterra,SMU,American,12,38,465,12.2,4,38.8,0,0,,0,0,38,465,12.2,4,
2021,Shadeed Ahmed,Marshall,CUSA,13,38,463,12.2,3,35.6,0,0,,0,0,38,463,12.2,3,
2021,Rico Arnold,Massachusetts,Ind,11,27,461,17.1,3,41.9,0,0,,0,0,27,461,17.1,3,
2021,Taysir Mack,Pitt,ACC,8,27,461,17.1,3,57.6,2,12,6,0,1.5,29,473,16.3,3,
2021,Broc Thompson,Purdue,Big Ten,13,30,457,15.2,4,35.2,0,0,,0,0,30,457,15.2,4,
2021,Dominic Johnson,Buffalo,MAC,12,34,457,13.4,2,38.1,0,0,,0,0,34,457,13.4,2,
2021,Rachaad White,Arizona State,Pac-12,11,43,456,10.6,1,41.5,182,1006,5.5,15,91.5,225,1462,6.5,16,
2021,Jamari Thrash,Georgia State,Sun Belt,13,32,452,14.1,3,34.8,1,5,5,0,0.4,33,457,13.8,3,
2021,Lucas Krull,Pitt,ACC,14,38,451,11.9,6,32.2,0,0,,0,0,38,451,11.9,6,
2021,Jake Ferguson,Wisconsin,Big Ten,13,46,450,9.8,3,34.6,0,0,,0,0,46,450,9.8,3,
2021,Chigoziem Okonkwo,Maryland,Big Ten,13,52,447,8.6,5,34.4,0,0,,0,0,52,447,8.6,5,
2021,Ladd McConkey,Georgia,SEC,15,31,447,14.4,5,29.8,4,44,11,1,2.9,35,491,14,6,
2021,Ahmari Huggins-Bruce,Louisville,ACC,12,29,444,15.3,4,37,2,15,7.5,0,1.3,31,459,14.8,4,
2021,Khaleb Hood,Georgia Southern,Sun Belt,12,35,442,12.6,0,36.8,13,77,5.9,1,6.4,48,519,10.8,1,
2021,Malik Heath,Mississippi State,SEC,11,34,442,13,5,40.2,0,0,,0,0,34,442,13,5,
2021,Ryan Jones,East Carolina,American,12,37,442,11.9,5,36.8,0,0,,0,0,37,442,11.9,5,
2021,Malik Knowles,Kansas State,Big 12,13,29,441,15.2,4,33.9,15,106,7.1,0,8.2,44,547,12.4,4,
2021,Jose Barbon,Temple,American,12,40,440,11,2,36.7,2,26,13,0,2.2,42,466,11.1,2,
2021,Joseph Ngata,Clemson,ACC,9,23,438,19,1,48.7,0,0,,0,0,23,438,19,1,
2021,Erick All,Michigan,Big Ten,13,38,437,11.5,2,33.6,0,0,,0,0,38,437,11.5,2,
2021,Terrell Bynum,Washington,Pac-12,8,26,436,16.8,4,54.5,1,8,8,0,1,27,444,16.4,4,
2021,Bub Means,Louisiana Tech,CUSA,11,22,430,19.5,2,39.1,1,-8,-8,0,-0.7,23,422,18.3,2,
2021,Tyrick James,Tulane,American,12,31,429,13.8,4,35.8,0,0,,0,0,31,429,13.8,4,
2021,Adonai Mitchell,Georgia,SEC,15,29,426,14.7,4,28.4,0,0,,0,0,29,426,14.7,4,
2021,Ezra Naylor II,Tulsa,American,13,33,426,12.9,3,32.8,0,0,,0,0,33,426,12.9,3,
2021,Tre Tucker,Cincinnati,American,14,34,426,12.5,2,30.4,2,12,6,0,0.9,36,438,12.2,2,
2021,Dillon Johnson,Mississippi State,SEC,13,65,422,6.5,1,32.5,89,485,5.4,4,37.3,154,907,5.9,5,
2021,Stefan Cobbs,Boise State,MWC,9,34,421,12.4,5,46.8,2,5,2.5,0,0.6,36,426,11.8,5,
2021,Roman Wilson,Michigan,Big Ten,13,25,420,16.8,3,32.3,3,59,19.7,0,4.5,28,479,17.1,3,
2021,Kris Hutson,Oregon,Pac-12,14,31,419,13.5,2,29.9,1,-9,-9,0,-0.6,32,410,12.8,2,
2021,Christian Sims,Bowling Green,MAC,11,41,418,10.2,2,38,1,4,4,1,0.4,42,422,10,3,
2021,Elijah Kothe,San Diego State,MWC,14,31,418,13.5,1,29.9,0,0,,0,0,31,418,13.5,1,
2021,LV Bunkley-Shelton,Arizona State,Pac-12,13,33,418,12.7,2,32.2,0,0,,0,0,33,418,12.7,2,
2021,Malik Nabers,LSU,SEC,11,28,417,14.9,4,37.9,4,23,5.8,0,2.1,32,440,13.8,4,
2021,Peter LeBlanc,Louisiana,Sun Belt,13,37,417,11.3,1,32.1,1,-1,-1,0,-0.1,38,416,10.9,1,
2021,Kendric Pryor,Wisconsin,Big Ten,13,32,416,13,3,32,8,41,5.1,0,3.2,40,457,11.4,3,
2021,Rome Odunze,Washington,Pac-12,9,41,415,10.1,4,46.1,2,13,6.5,0,1.4,43,428,10,4,
2021,Ty McCullouch,Colorado State,MWC,12,24,415,17.3,1,34.6,3,14,4.7,0,1.2,27,429,15.9,1,
2021,Isaiah Hamilton,San Jose State,MWC,12,31,414,13.4,2,34.5,0,0,,0,0,31,414,13.4,2,
2021,Jared Smart,Hawaii,MWC,13,26,414,15.9,2,31.8,0,0,,0,0,26,414,15.9,2,
2020,DeVonta Smith,Alabama,SEC,13,117,1856,15.9,23,142.8,4,6,1.5,1,0.5,121,1862,15.4,24,"H-1,Maxwell,AA,Camp"
2020,Elijah Moore,Ole Miss,SEC,8,86,1193,13.9,8,149.1,14,64,4.6,0,8,100,1257,12.6,8,AA
2020,Jaelon Darden,North Texas,CUSA,9,74,1190,16.1,19,132.2,1,-3,-3,0,-0.3,75,1187,15.8,19,
2020,Dax Milne,BYU,Ind,12,70,1188,17,8,99,11,67,6.1,0,5.6,81,1255,15.5,8,
2020,Jonathan Adams Jr.,Arkansas State,Sun Belt,10,79,1111,14.1,12,111.1,0,0,,0,0,79,1111,14.1,12,
2020,Dyami Brown,North Carolina,ACC,11,55,1099,20,8,99.9,0,0,,0,0,55,1099,20,8,
2020,Jalen Tolbert,South Alabama,Sun Belt,11,64,1085,17,8,98.6,0,0,,0,0,64,1085,17,8,
2020,Calvin Austin III,Memphis,American,11,63,1053,16.7,11,95.7,2,14,7,0,1.3,65,1067,16.4,11,
2020,Marlon Williams,UCF,American,8,71,1039,14.6,10,129.9,0,0,,0,0,71,1039,14.6,10,
2020,Amari Rodgers,Clemson,ACC,12,77,1020,13.2,7,85,0,0,,0,0,77,1020,13.2,7,
2020,Romeo Doubs,Nevada,MWC,9,58,1002,17.3,9,111.3,1,-4,-4,0,-0.4,59,998,16.9,9,
2020,Jaivon Heiligh,Coastal Carolina,Sun Belt,12,65,998,15.4,10,83.2,0,0,,0,0,65,998,15.4,10,
2020,Kadarius Toney,Florida,SEC,11,70,984,14.1,10,89.5,19,161,8.5,1,14.6,89,1145,12.9,11,
2020,Jaylon Robinson,UCF,American,10,55,979,17.8,6,97.9,0,0,,0,0,55,979,17.8,6,
2020,Jaquarii Roberson,Wake Forest,ACC,9,62,926,14.9,8,102.9,0,0,,0,0,62,926,14.9,8,
2020,Tylan Wallace,Oklahoma State,Big 12,10,59,922,15.6,6,92.2,1,7,7,0,0.7,60,929,15.5,6,
2020,John Metchie,Alabama,SEC,13,55,916,16.7,6,70.5,0,0,,0,0,55,916,16.7,6,
2020,Zay Flowers,Boston College,ACC,11,56,892,15.9,9,81.1,11,41,3.7,1,3.7,67,933,13.9,10,
2020,Jahan Dotson,Penn State,Big Ten,9,52,884,17,8,98.2,0,0,,0,0,52,884,17,8,
2020,Cornell Powell,Clemson,ACC,12,53,882,16.6,7,73.5,0,0,,0,0,53,882,16.6,7,
2020,Dez Fitzpatrick,Louisville,ACC,11,43,833,19.4,3,75.7,0,0,,0,0,43,833,19.4,3,
2020,Treylon Burks,Arkansas,SEC,9,51,820,16.1,7,91.1,15,75,5,0,8.3,66,895,13.6,7,
2020,Sam Pinckney,Georgia State,Sun Belt,10,47,815,17.3,7,81.5,0,0,,0,0,47,815,17.3,7,
2020,Mike Harley,Miami (FL),ACC,11,57,799,14,7,72.6,2,13,6.5,0,1.2,59,812,13.8,7,
2020,D'Wayne Eskridge,Western Michigan,MAC,6,34,784,23.1,8,130.7,1,27,27,0,4.5,35,811,23.2,8,
2020,Xavier Hutchinson,Iowa State,Big 12,12,64,771,12,4,64.3,0,0,,0,0,64,771,12,4,
2020,Kyle Pitts,Florida,SEC,8,43,770,17.9,12,96.3,0,0,,0,0,43,770,17.9,12,"H-10,AA"
2020,Gunner Romney,BYU,Ind,10,39,767,19.7,2,76.7,6,15,2.5,1,1.5,45,782,17.4,3,
2020,Seth Williams,Auburn,SEC,11,47,760,16.2,4,69.1,0,0,,0,0,47,760,16.2,4,
2020,Kaylon Geiger,Troy,Sun Belt,11,64,752,11.8,3,68.4,4,16,4,0,1.5,68,768,11.3,3,
2020,Erik Ezukanma,Texas Tech,Big 12,10,46,748,16.3,6,74.8,0,0,,0,0,46,748,16.3,6,
2020,Tahj Washington,Memphis,American,11,43,743,17.3,6,67.5,4,11,2.8,1,1,47,754,16,7,
